ダウンロードした時刻：2023/05/31 13:21:40

,山形,山形,山形,山形,山形,山形,山形,山形,山形
年月日,最高気温(℃),最高気温(℃),最高気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均湿度(％),平均湿度(％),平均湿度(％)
,,,,,,,,,
,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号
2014/5/11,25.6,8,1,15.6,8,1,52,8,1
2014/5/12,28.7,8,1,18.7,8,1,49,8,1
2014/5/13,23.4,8,1,17.8,8,1,62,8,1
2014/5/14,28.8,8,1,22.4,8,1,29,8,1
2014/5/15,23.2,8,1,16.4,8,1,64,8,1
2014/5/16,20.7,8,1,14.7,8,1,64,8,1
2014/5/17,18.4,8,1,12.7,8,1,64,8,1
2014/5/18,19.9,8,1,14.2,8,1,59,8,1
2014/5/19,23.8,8,1,15.5,8,1,56,8,1
2014/5/20,25.9,8,1,17.8,8,1,58,8,1
2014/5/21,16.2,8,1,13.8,8,1,89,8,1
2014/5/22,16.7,8,1,13.4,8,1,91,8,1
2014/5/23,18.5,8,1,14.3,8,1,77,8,1
2014/5/24,25.4,8,1,18.0,8,1,55,8,1
2014/5/25,23.9,8,1,20.9,8,1,61,8,1
2014/5/26,23.1,8,1,18.3,8,1,83,8,1
2014/5/27,27.9,8,1,20.8,8,1,72,8,1
2014/5/28,31.1,8,1,22.5,8,1,51,8,1
2014/5/29,30.6,8,1,22.5,8,1,53,8,1
2014/5/30,31.7,8,1,23.0,8,1,54,8,1
2014/5/31,30.8,8,1,23.0,8,1,57,8,1
2014/6/1,31.4,8,1,23.2,8,1,54,8,1
2014/6/2,33.0,8,1,24.0,8,1,49,8,1
2014/6/3,30.0,8,1,23.0,8,1,55,8,1
2014/6/4,29.8,8,1,21.9,8,1,68,8,1
2014/6/5,24.0,8,1,20.0,8,1,68,8,1
2014/6/6,25.2,8,1,19.8,8,1,77,8,1
2014/6/7,21.5,8,1,18.2,8,1,90,8,1
2014/6/8,25.3,8,1,20.7,8,1,81,8,1
2014/6/9,25.2,8,1,21.3,8,1,81,8,1
2014/6/10,27.1,8,1,22.3,8,1,78,8,1
2014/6/11,26.9,8,1,21.9,8,1,78,8,1
2014/6/12,21.6,8,1,19.8,8,1,90,8,1
2014/6/13,25.5,8,1,21.2,8,1,64,8,1
2014/6/14,24.1,8,1,20.4,8,1,55,8,1
2014/6/15,27.4,8,1,21.0,8,1,64,8,1
2014/6/16,29.7,8,1,22.1,8,1,64,8,1
2014/6/17,29.0,8,1,22.1,8,1,69,8,1
2014/6/18,26.7,8,1,21.4,8,1,72,8,1
2014/6/19,26.2,8,1,21.5,8,1,73,8,1
2014/6/20,25.1,8,1,20.9,8,1,73,8,1
2014/6/21,29.9,8,1,21.1,8,1,75,8,1
2014/6/22,24.2,8,1,20.6,8,1,83,8,1
2014/6/23,27.0,8,1,20.1,8,1,71,8,1
2014/6/24,28.1,8,1,20.7,8,1,70,8,1
2014/6/25,30.1,8,1,22.3,8,1,70,8,1
2014/6/26,30.0,8,1,23.2,8,1,70,8,1
2014/6/27,28.6,8,1,23.1,8,1,69,8,1
2014/6/28,28.2,8,1,22.4,8,1,73,8,1
2014/6/29,23.9,8,1,20.6,8,1,89,8,1
2014/6/30,27.1,8,1,21.1,8,1,81,8,1
2014/7/1,25.9,8,1,22.0,8,1,75,8,1
2014/7/2,30.6,8,1,23.4,8,1,68,8,1
2014/7/3,28.7,8,1,23.5,8,1,74,8,1
2014/7/4,23.4,8,1,20.5,8,1,90,8,1
2014/7/5,25.3,8,1,21.5,8,1,79,8,1
2014/7/6,31.4,8,1,24.4,8,1,66,8,1
2014/7/7,26.9,8,1,22.9,8,1,81,8,1
2014/7/8,31.6,8,1,25.2,8,1,71,8,1
2014/7/9,23.7,8,1,22.2,8,1,94,8,1
2014/7/10,24.4,8,1,22.0,8,1,96,8,1
2014/7/11,29.4,8,1,23.9,8,1,84,8,1
2014/7/12,32.1,8,1,25.7,8,1,60,8,1
2014/7/13,25.7,8,1,22.3,8,1,83,8,1
2014/7/14,28.9,8,1,23.6,8,1,79,8,1
2014/7/15,31.8,8,1,24.7,8,1,74,8,1
2014/7/16,24.4,8,1,21.5,8,1,89,8,1
2014/7/17,27.8,8,1,22.4,8,1,86,8,1
2014/7/18,27.7,8,1,22.9,8,1,84,8,1
2014/7/19,25.4,8,1,22.2,8,1,86,8,1
2014/7/20,27.4,8,1,22.4,8,1,80,8,1
2014/7/21,30.9,8,1,24.2,8,1,73,8,1
2014/7/22,32.8,8,1,25.8,8,1,70,8,1
2014/7/23,31.9,8,1,27.1,8,1,67,8,1
2014/7/24,30.8,8,1,26.0,8,1,74,8,1
2014/7/25,33.5,8,1,27.4,8,1,67,8,1
2014/7/26,37.5,8,1,29.7,8,1,65,8,1
2014/7/27,30.9,8,1,26.4,8,1,64,8,1
2014/7/28,29.6,8,1,24.0,8,1,61,8,1
2014/7/29,32.3,8,1,24.4,8,1,59,8,1
2014/7/30,34.5,8,1,26.0,8,1,62,8,1
2014/7/31,32.7,8,1,27.1,8,1,72,8,1
2014/8/1,32.6,8,1,27.7,8,1,74,8,1
2014/8/2,35.3,8,1,28.6,8,1,69,8,1
2014/8/3,35.9,8,1,28.9,8,1,67,8,1
2014/8/4,36.2,8,1,28.8,8,1,68,8,1
2014/8/5,35.3,8,1,30.2,8,1,60,8,1
2014/8/6,36.2,8,1,29.8,8,1,66,8,1
2014/8/7,35.7,8,1,27.6,8,1,74,8,1
2014/8/8,27.2,8,1,23.4,8,1,91,8,1
2014/8/9,24.8,8,1,22.5,8,1,92,8,1
2014/8/10,29.5,8,1,24.7,8,1,77,8,1
2014/8/11,29.5,8,1,26.0,8,1,71,8,1
2014/8/12,27.1,8,1,23.9,8,1,78,8,1
2014/8/13,31.8,8,1,24.5,8,1,74,8,1
2014/8/14,30.6,8,1,24.6,8,1,72,8,1
2014/8/15,28.3,8,1,23.7,8,1,83,8,1
2014/8/16,23.2,8,1,21.7,8,1,94,8,1
2014/8/17,26.0,8,1,23.1,8,1,88,8,1
2014/8/18,32.2,8,1,26.6,8,1,80,8,1
2014/8/19,34.0,8,1,28.3,8,1,70,8,1
2014/8/20,34.5,8,1,27.8,8,1,73,8,1
2014/8/21,33.0,8,1,27.9,8,1,72,8,1
2014/8/22,34.9,8,1,26.3,8,1,78,8,1
2014/8/23,32.5,8,1,25.4,8,1,76,8,1
2014/8/24,31.0,8,1,24.4,8,1,79,8,1
2014/8/25,27.2,8,1,23.4,8,1,80,8,1
2014/8/26,23.1,8,1,21.1,8,1,85,8,1
2014/8/27,20.5,8,1,18.6,8,1,84,8,1
2014/8/28,26.4,8,1,21.0,8,1,80,8,1
2014/8/29,27.3,8,1,22.0,8,1,76,8,1
2014/8/30,27.2,8,1,22.2,8,1,71,8,1
2014/8/31,27.3,8,1,21.7,8,1,73,8,1
2014/9/1,25.8,8,1,21.1,8,1,77,8,1
2014/9/2,27.2,8,1,22.0,8,1,75,8,1
2014/9/3,24.5,8,1,21.3,8,1,76,8,1
2014/9/4,26.9,8,1,22.4,8,1,75,8,1
2014/9/5,25.4,8,1,22.7,8,1,86,8,1
2014/9/6,29.7,8,1,23.2,8,1,70,8,1
2014/9/7,27.8,8,1,22.0,8,1,71,8,1
2014/9/8,26.9,8,1,20.9,8,1,75,8,1
2014/9/9,28.7,8,1,22.0,8,1,70,8,1
2014/9/10,27.7,8,1,21.9,8,1,73,8,1
2014/9/11,26.1,8,1,20.8,8,1,73,8,1
2014/9/12,24.8,8,1,18.1,8,1,72,8,1
2014/9/13,23.7,8,1,18.0,8,1,81,8,1
2014/9/14,24.7,8,1,18.9,8,1,75,8,1
2014/9/15,24.5,8,1,17.9,8,1,71,8,1
2014/9/16,24.9,8,1,18.5,8,1,75,8,1
2014/9/17,22.3,8,1,17.0,8,1,68,8,1
2014/9/18,22.3,8,1,17.4,8,1,59,8,1
2014/9/19,23.7,8,1,18.4,8,1,57,8,1
2014/9/20,24.4,8,1,17.5,8,1,61,8,1
2014/9/21,24.6,8,1,17.0,8,1,65,8,1
2014/9/22,24.1,8,1,17.5,8,1,63,8,1
2014/9/23,24.5,8,1,18.0,8,1,60,8,1
2014/9/24,22.8,8,1,18.1,8,1,75,8,1
2014/9/25,21.0,8,1,18.3,8,1,92,8,1
2014/9/26,25.1,8,1,19.5,8,1,64,8,1
2014/9/27,23.2,8,1,17.1,8,1,61,8,1
2014/9/28,25.3,8,1,17.8,8,1,70,8,1
2014/9/29,25.2,8,1,18.6,8,1,72,8,1
2014/9/30,25.0,8,1,19.1,8,1,67,8,1
2015/5/1,28.3,8,1,19.1,8,1,46,8,1
2015/5/2,29.0,8,1,19.8,8,1,47,8,1
2015/5/3,29.6,8,1,19.7,8,1,52,8,1
2015/5/4,28.8,8,1,19.4,8,1,66,8,1
2015/5/5,21.2,8,1,15.1,8,1,41,8,1
2015/5/6,26.5,8,1,16.3,8,1,47,8,1
2015/5/7,25.1,8,1,17.2,8,1,49,8,1
2015/5/8,24.9,8,1,16.3,8,1,52,8,1
2015/5/9,20.9,8,1,14.0,8,1,75,8,1
2015/5/10,16.9,8,1,13.3,8,1,52,8,1
2015/5/11,24.6,8,1,15.0,8,1,43,8,1
2015/5/12,21.1,8,1,15.7,8,1,60,8,1
2015/5/13,23.1,8,1,19.3,8,1,46,8,1
2015/5/14,26.9,8,1,21.7,8,1,34,8,1
2015/5/15,28.3,8,1,20.0,8,1,62,8,1
2015/5/16,22.8,8,1,16.9,8,1,80,8,1
2015/5/17,24.6,8,1,16.8,8,1,58,8,1
2015/5/18,27.2,8,1,18.4,8,1,56,8,1
2015/5/19,24.0,8,1,17.7,8,1,73,8,1
2015/5/20,29.1,8,1,18.6,8,1,56,8,1
2015/5/21,20.6,8,1,16.4,8,1,47,8,1
2015/5/22,27.1,8,1,20.5,8,1,36,8,1
2015/5/23,29.2,8,1,23.0,8,1,29,8,1
2015/5/24,29.0,8,1,20.5,8,1,44,8,1
2015/5/25,28.7,8,1,20.8,8,1,46,8,1
2015/5/26,29.0,8,1,21.7,8,1,49,8,1
2015/5/27,28.1,8,1,18.9,8,1,56,8,1
2015/5/28,27.8,8,1,19.7,8,1,66,8,1
2015/5/29,28.9,8,1,21.4,8,1,66,8,1
2015/5/30,31.2,8,1,23.5,8,1,59,8,1
2015/5/31,24.6,8,1,19.6,8,1,60,8,1
2015/6/1,30.9,8,1,20.2,8,1,49,8,1
2015/6/2,31.5,8,1,23.0,8,1,57,8,1
2015/6/3,26.4,8,1,20.9,8,1,69,8,1
2015/6/4,19.6,8,1,16.8,8,1,55,8,1
2015/6/5,24.1,8,1,18.2,8,1,51,8,1
2015/6/6,21.8,8,1,15.8,8,1,74,8,1
2015/6/7,26.2,8,1,17.9,8,1,58,8,1
2015/6/8,27.1,8,1,20.6,8,1,58,8,1
2015/6/9,21.0,8,1,17.6,8,1,85,8,1
2015/6/10,27.3,8,1,21.1,8,1,57,8,1
2015/6/11,30.4,8,1,21.4,8,1,55,8,1
2015/6/12,26.5,8,1,20.7,8,1,78,8,1
2015/6/13,29.4,8,1,23.6,8,1,60,8,1
2015/6/14,31.4,8,1,23.6,8,1,62,8,1
2015/6/15,29.8,8,1,23.4,8,1,66,8,1
2015/6/16,27.5,8,1,20.9,8,1,78,8,1
2015/6/17,25.9,8,1,21.0,8,1,69,8,1
2015/6/18,25.6,8,1,20.8,8,1,64,8,1
2015/6/19,22.9,8,1,19.2,8,1,68,8,1
2015/6/20,26.7,8,1,21.5,8,1,68,8,1
2015/6/21,27.0,8,1,19.6,8,1,83,8,1
2015/6/22,28.3,8,1,21.8,8,1,71,8,1
2015/6/23,28.3,8,1,21.4,8,1,75,8,1
2015/6/24,29.2,8,1,22.5,8,1,66,8,1
2015/6/25,29.7,8,1,23.0,8,1,70,8,1
2015/6/26,26.4,8,1,22.4,8,1,72,8,1
2015/6/27,25.0,8,1,20.7,8,1,89,8,1
2015/6/28,21.0,8,1,18.5,8,1,80,8,1
2015/6/29,24.7,8,1,19.5,8,1,74,8,1
2015/6/30,26.0,8,1,20.1,8,1,75,8,1
2015/7/1,22.9,8,1,20.2,8,1,85,8,1
2015/7/2,30.9,8,1,25.1,8,1,53,8,1
2015/7/3,27.7,8,1,22.8,8,1,71,8,1
2015/7/4,27.0,8,1,21.9,8,1,74,8,1
2015/7/5,24.9,8,1,20.7,8,1,75,8,1
2015/7/6,25.9,8,1,21.3,8,1,76,8,1
2015/7/7,29.8,8,1,23.0,8,1,67,8,1
2015/7/8,26.0,8,1,20.7,8,1,76,8,1
2015/7/9,28.1,8,1,22.5,8,1,74,8,1
2015/7/10,30.0,8,1,23.6,8,1,63,8,1
2015/7/11,31.1,8,1,23.6,8,1,59,8,1
2015/7/12,33.6,8,1,25.4,8,1,53,8,1
2015/7/13,37.2,8,1,28.4,8,1,52,8,1
2015/7/14,37.9,8,1,29.1,8,1,63,8,1
2015/7/15,34.6,8,1,26.6,8,1,74,8,1
2015/7/16,25.0,8,1,23.4,8,1,92,8,1
2015/7/17,33.9,8,1,26.6,8,1,79,8,1
2015/7/18,28.8,8,1,25.4,8,1,80,8,1
2015/7/19,33.3,8,1,27.4,8,1,55,8,1
2015/7/20,29.2,8,1,24.6,8,1,82,8,1
2015/7/21,36.2,8,1,28.8,8,1,67,8,1
2015/7/22,36.5,8,1,28.5,8,1,70,8,1
2015/7/23,28.7,8,1,24.6,8,1,89,8,1
2015/7/24,28.4,8,1,25.1,8,1,87,8,1
2015/7/25,32.4,8,1,27.4,8,1,66,8,1
2015/7/26,34.7,8,1,27.5,8,1,67,8,1
2015/7/27,35.5,8,1,28.5,8,1,63,8,1
2015/7/28,30.9,8,1,27.1,8,1,76,8,1
2015/7/29,33.0,8,1,27.5,8,1,70,8,1
2015/7/30,33.6,8,1,27.3,8,1,75,8,1
2015/7/31,34.6,8,1,28.7,8,1,72,8,1
2015/8/1,36.0,8,1,28.2,8,1,71,8,1
2015/8/2,36.7,8,1,29.0,8,1,65,8,1
2015/8/3,36.1,8,1,29.1,8,1,66,8,1
2015/8/4,35.9,8,1,29.2,8,1,64,8,1
2015/8/5,36.5,8,1,29.5,8,1,61,8,1
2015/8/6,36.3,8,1,29.3,8,1,63,8,1
2015/8/7,35.0,8,1,28.2,8,1,64,8,1
2015/8/8,33.0,8,1,26.6,8,1,65,8,1
2015/8/9,31.6,8,1,26.0,8,1,70,8,1
2015/8/10,34.4,8,1,27.5,8,1,68,8,1
2015/8/11,32.2,8,1,26.6,8,1,76,8,1
2015/8/12,30.3,8,1,24.5,8,1,82,8,1
2015/8/13,23.0,8,1,21.7,8,1,91,8,1
2015/8/14,26.8,8,1,23.1,8,1,90,8,1
2015/8/15,28.6,8,1,24.2,8,1,79,8,1
2015/8/16,30.5,8,1,25.0,8,1,75,8,1
2015/8/17,25.5,8,1,23.3,8,1,88,8,1
2015/8/18,30.4,8,1,25.6,8,1,68,8,1
2015/8/19,29.0,8,1,23.6,8,1,67,8,1
2015/8/20,26.7,8,1,22.1,8,1,75,8,1
2015/8/21,26.2,8,1,22.4,8,1,84,8,1
2015/8/22,31.1,8,1,24.8,8,1,81,8,1
2015/8/23,26.4,8,1,23.2,8,1,79,8,1
2015/8/24,25.2,8,1,21.8,8,1,68,8,1
2015/8/25,21.3,8,1,19.3,8,1,63,8,1
2015/8/26,24.1,8,1,19.5,8,1,78,8,1
2015/8/27,24.0,8,1,20.4,8,1,79,8,1
2015/8/28,23.5,8,1,20.9,8,1,69,8,1
2015/8/29,22.1,8,1,19.0,8,1,90,8,1
2015/8/30,19.7,8,1,18.9,8,1,95,8,1
2015/8/31,23.7,8,1,20.4,8,1,90,8,1
2015/9/1,24.9,8,1,22.1,8,1,89,8,1
2015/9/2,31.8,8,1,24.0,8,1,74,8,1
2015/9/3,30.0,8,1,23.0,8,1,73,8,1
2015/9/4,29.6,8,1,22.5,8,1,79,8,1
2015/9/5,27.4,8,1,21.5,8,1,72,8,1
2015/9/6,24.1,8,1,20.0,8,1,86,8,1
2015/9/7,21.4,8,1,18.8,8,1,95,8,1
2015/9/8,21.1,8,1,18.8,8,1,86,8,1
2015/9/9,24.1,8,1,20.1,8,1,90,8,1
2015/9/10,25.2,8,1,21.6,8,1,94,8,1
2015/9/11,25.7,8,1,21.5,8,1,76,8,1
2015/9/12,28.5,8,1,22.7,8,1,60,8,1
2015/9/13,25.0,8,1,20.2,8,1,83,8,1
2015/9/14,24.1,8,1,18.6,8,1,76,8,1
2015/9/15,24.8,8,1,18.2,8,1,71,8,1
2015/9/16,24.2,8,1,18.8,8,1,71,8,1
2015/9/17,22.7,8,1,17.7,8,1,84,8,1
2015/9/18,25.4,8,1,19.7,8,1,81,8,1
2015/9/19,27.8,8,1,22.0,8,1,69,8,1
2015/9/20,25.5,8,1,20.0,8,1,69,8,1
2015/9/21,24.5,8,1,18.5,8,1,72,8,1
2015/9/22,25.3,8,1,18.9,8,1,70,8,1
2015/9/23,26.7,8,1,18.6,8,1,69,8,1
2015/9/24,22.6,8,1,18.4,8,1,71,8,1
2015/9/25,18.6,8,1,16.9,8,1,90,8,1
2015/9/26,22.4,8,1,18.6,8,1,87,8,1
2015/9/27,25.5,8,1,19.8,8,1,77,8,1
2015/9/28,25.7,8,1,18.8,8,1,64,8,1
2015/9/29,20.7,8,1,16.6,8,1,57,8,1
2015/9/30,22.2,8,1,16.1,8,1,55,8,1
2016/5/1,16.1,8,1,11.5,8,1,88,8,1
2016/5/2,15.8,8,1,12.3,8,1,86,8,1
2016/5/3,28.1,8,1,18.2,8,1,59,8,1
2016/5/4,21.8,8,1,18.0,8,1,52,8,1
2016/5/5,19.3,8,1,16.7,8,1,39,8,1
2016/5/6,25.3,8,1,18.2,8,1,36,8,1
2016/5/7,22.6,8,1,16.9,8,1,59,8,1
2016/5/8,21.6,8,1,16.4,8,1,38,8,1
2016/5/9,25.8,8,1,16.7,8,1,56,8,1
2016/5/10,20.1,8,1,15.6,8,1,81,8,1
2016/5/11,19.9,8,1,16.1,8,1,78,8,1
2016/5/12,21.4,8,1,16.1,8,1,60,8,1
2016/5/13,27.0,8,1,18.0,8,1,59,8,1
2016/5/14,25.6,8,1,18.3,8,1,61,8,1
2016/5/15,24.3,8,1,16.6,8,1,58,8,1
2016/5/16,24.9,8,1,17.8,8,1,62,8,1
2016/5/17,16.7,8,1,14.0,8,1,86,8,1
2016/5/18,25.0,8,1,17.2,8,1,57,8,1
2016/5/19,24.8,8,1,17.6,8,1,49,8,1
2016/5/20,24.3,8,1,17.0,8,1,46,8,1
2016/5/21,22.0,8,1,17.4,8,1,62,8,1
2016/5/22,29.8,8,1,21.3,8,1,60,8,1
2016/5/23,29.1,8,1,21.3,8,1,49,8,1
2016/5/24,29.3,8,1,21.3,8,1,51,8,1
2016/5/25,22.7,8,1,20.4,8,1,67,8,1
2016/5/26,27.0,8,1,22.0,8,1,74,8,1
2016/5/27,23.2,8,1,18.8,8,1,75,8,1
2016/5/28,27.2,8,1,19.6,8,1,60,8,1
2016/5/29,29.9,8,1,20.6,8,1,53,8,1
2016/5/30,26.7,8,1,21.0,8,1,53,8,1
2016/5/31,26.4,8,1,21.1,8,1,55,8,1
2016/6/1,19.5,8,1,15.9,8,1,52,8,1
2016/6/2,19.0,8,1,14.8,8,1,52,8,1
2016/6/3,24.1,8,1,16.1,8,1,52,8,1
2016/6/4,28.9,8,1,20.9,8,1,44,8,1
2016/6/5,26.6,8,1,20.2,8,1,60,8,1
2016/6/6,25.4,8,1,18.6,8,1,61,8,1
2016/6/7,27.3,8,1,20.2,8,1,60,8,1
2016/6/8,28.9,8,1,21.3,8,1,75,8,1
2016/6/9,25.6,8,1,20.9,8,1,80,8,1
2016/6/10,28.6,8,1,22.1,8,1,56,8,1
2016/6/11,31.1,8,1,22.4,8,1,53,8,1
2016/6/12,30.9,8,1,23.7,8,1,65,8,1
2016/6/13,21.8,8,1,19.3,8,1,81,8,1
2016/6/14,23.1,8,1,19.7,8,1,76,8,1
2016/6/15,26.2,8,1,20.3,8,1,69,8,1
2016/6/16,23.7,8,1,19.9,8,1,81,8,1
2016/6/17,28.5,8,1,23.0,8,1,66,8,1
2016/6/18,28.8,8,1,23.4,8,1,57,8,1
2016/6/19,28.3,8,1,22.7,8,1,68,8,1
2016/6/20,29.7,8,1,23.8,8,1,64,8,1
2016/6/21,29.2,8,1,22.2,8,1,74,8,1
2016/6/22,29.3,8,1,22.7,8,1,69,8,1
2016/6/23,20.2,8,1,19.0,8,1,89,8,1
2016/6/24,24.3,8,1,20.5,8,1,80,8,1
2016/6/25,27.5,8,1,22.6,8,1,69,8,1
2016/6/26,24.0,8,1,20.4,8,1,64,8,1
2016/6/27,27.2,8,1,21.5,8,1,64,8,1
2016/6/28,21.3,8,1,19.3,8,1,85,8,1
2016/6/29,28.8,8,1,22.3,8,1,69,8,1
2016/6/30,23.7,8,1,21.1,8,1,85,8,1
2016/7/1,30.6,8,1,24.8,8,1,70,8,1
2016/7/2,27.9,8,1,24.5,8,1,77,8,1
2016/7/3,24.6,8,1,21.9,8,1,88,8,1
2016/7/4,28.9,8,1,23.1,8,1,75,8,1
2016/7/5,21.1,8,1,19.6,8,1,74,8,1
2016/7/6,24.6,8,1,19.7,8,1,91,8,1
2016/7/7,27.9,8,1,22.5,8,1,81,8,1
2016/7/8,28.5,8,1,23.3,8,1,75,8,1
2016/7/9,26.2,8,1,23.0,8,1,85,8,1
2016/7/10,30.1,8,1,24.3,8,1,74,8,1
2016/7/11,29.5,8,1,23.8,8,1,69,8,1
2016/7/12,29.9,8,1,23.2,8,1,63,8,1
2016/7/13,28.9,8,1,22.4,8,1,80,8,1
2016/7/14,26.3,8,1,23.3,8,1,83,8,1
2016/7/15,28.8,8,1,23.8,8,1,72,8,1
2016/7/16,28.6,8,1,24.0,8,1,70,8,1
2016/7/17,27.8,8,1,23.8,8,1,82,8,1
2016/7/18,28.9,8,1,24.3,8,1,77,8,1
2016/7/19,29.1,8,1,23.6,8,1,73,8,1
2016/7/20,29.1,8,1,23.6,8,1,68,8,1
2016/7/21,27.3,8,1,22.5,8,1,72,8,1
2016/7/22,27.4,8,1,22.2,8,1,65,8,1
2016/7/23,27.3,8,1,21.4,8,1,65,8,1
2016/7/24,28.5,8,1,22.6,8,1,66,8,1
2016/7/25,30.2,8,1,23.9,8,1,66,8,1
2016/7/26,28.1,8,1,24.3,8,1,71,8,1
2016/7/27,27.8,8,1,24.0,8,1,80,8,1
2016/7/28,32.0,8,1,26.0,8,1,78,8,1
2016/7/29,33.2,8,1,27.3,8,1,70,8,1
2016/7/30,33.1,8,1,25.8,8,1,78,8,1
2016/7/31,33.0,8,1,26.9,8,1,69,8,1
2016/8/1,31.1,8,1,26.7,8,1,71,8,1
2016/8/2,29.5,8,1,25.2,8,1,84,8,1
2016/8/3,31.7,8,1,26.1,8,1,73,8,1
2016/8/4,32.7,8,1,26.7,8,1,71,8,1
2016/8/5,33.4,8,1,27.1,8,1,69,8,1
2016/8/6,34.7,8,1,28.1,8,1,65,8,1
2016/8/7,35.0,8,1,28.3,8,1,63,8,1
2016/8/8,32.2,8,1,26.2,8,1,71,8,1
2016/8/9,33.0,8,1,27.2,8,1,64,8,1
2016/8/10,31.0,8,1,24.4,8,1,67,8,1
2016/8/11,31.4,8,1,24.9,8,1,59,8,1
2016/8/12,32.9,8,1,24.7,8,1,58,8,1
2016/8/13,32.8,8,1,24.8,8,1,60,8,1
2016/8/14,31.6,8,1,24.5,8,1,64,8,1
2016/8/15,30.7,8,1,24.8,8,1,74,8,1
2016/8/16,32.9,8,1,26.5,8,1,74,8,1
2016/8/17,31.4,8,1,25.3,8,1,81,8,1
2016/8/18,31.3,8,1,26.3,8,1,74,8,1
2016/8/19,33.2,8,1,27.7,8,1,68,8,1
2016/8/20,31.4,8,1,26.3,8,1,77,8,1
2016/8/21,35.9,8,1,28.8,8,1,67,8,1
2016/8/22,32.0,8,1,26.0,8,1,80,8,1
2016/8/23,31.0,8,1,25.7,8,1,74,8,1
2016/8/24,30.5,8,1,25.3,8,1,75,8,1
2016/8/25,33.2,8,1,27.1,8,1,73,8,1
2016/8/26,29.6,8,1,25.5,8,1,81,8,1
2016/8/27,22.7,8,1,20.6,8,1,84,8,1
2016/8/28,27.3,8,1,22.7,8,1,75,8,1
2016/8/29,29.7,8,1,24.7,8,1,80,8,1
2016/8/30,27.2,8,1,23.8,8,1,81,8,1
2016/8/31,31.7,8,1,24.6,8,1,66,8,1
2016/9/1,31.2,8,1,24.7,8,1,65,8,1
2016/9/2,30.5,8,1,24.4,8,1,69,8,1
2016/9/3,30.9,8,1,24.9,8,1,70,8,1
2016/9/4,31.4,8,1,26.0,8,1,72,8,1
2016/9/5,33.7,8,1,27.1,8,1,71,8,1
2016/9/6,33.0,8,1,26.3,8,1,71,8,1
2016/9/7,30.0,8,1,24.7,8,1,74,8,1
2016/9/8,26.9,8,1,23.0,8,1,81,8,1
2016/9/9,28.4,8,1,24.0,8,1,66,8,1
2016/9/10,28.0,8,1,23.3,8,1,62,8,1
2016/9/11,25.4,8,1,21.5,8,1,78,8,1
2016/9/12,25.0,8,1,21.4,8,1,78,8,1
2016/9/13,24.2,8,1,20.3,8,1,84,8,1
2016/9/14,28.2,8,1,22.8,8,1,77,8,1
2016/9/15,29.4,8,1,23.2,8,1,72,8,1
2016/9/16,27.2,8,1,22.3,8,1,76,8,1
2016/9/17,25.2,8,1,20.7,8,1,83,8,1
2016/9/18,19.4,8,1,18.4,8,1,92,8,1
2016/9/19,21.4,8,1,19.1,8,1,85,8,1
2016/9/20,17.4,8,1,15.9,8,1,92,8,1
2016/9/21,21.3,8,1,17.9,8,1,76,8,1
2016/9/22,21.6,8,1,17.8,8,1,84,8,1
2016/9/23,22.8,8,1,18.6,8,1,91,8,1
2016/9/24,24.0,8,1,20.1,8,1,80,8,1
2016/9/25,30.6,8,1,22.6,8,1,75,8,1
2016/9/26,25.7,8,1,22.2,8,1,84,8,1
2016/9/27,26.3,8,1,22.6,8,1,83,8,1
2016/9/28,24.6,8,1,21.9,8,1,91,8,1
2016/9/29,21.0,8,1,18.1,8,1,85,8,1
2016/9/30,21.7,8,1,16.2,8,1,71,8,1
2017/5/1,18.5,8,1,14.3,8,1,49,8,1
2017/5/2,19.3,8,1,13.3,8,1,43,8,1
2017/5/3,25.1,8,1,15.1,8,1,43,8,1
2017/5/4,28.9,8,1,17.7,8,1,45,8,1
2017/5/5,26.9,8,1,18.6,8,1,50,8,1
2017/5/6,18.9,8,1,15.1,8,1,75,8,1
2017/5/7,20.6,8,1,15.3,8,1,40,8,1
2017/5/8,22.6,8,1,16.5,8,1,35,8,1
2017/5/9,22.3,8,1,14.6,8,1,50,8,1
2017/5/10,20.6,8,1,16.0,8,1,69,8,1
2017/5/11,17.3,8,1,14.7,8,1,78,8,1
2017/5/12,25.3,5,1,17.0,8,1,69,4,1
2017/5/13,16.7,8,1,14.8,8,1,85,8,1
2017/5/14,20.8,8,1,16.0,8,1,72,8,1
2017/5/15,22.2,8,1,15.4,8,1,80,8,1
2017/5/16,20.0,8,1,14.7,8,1,65,8,1
2017/5/17,22.3,8,1,15.1,8,1,63,8,1
2017/5/18,23.9,8,1,16.4,8,1,59,8,1
2017/5/19,27.3,8,1,18.1,8,1,53,8,1
2017/5/20,29.1,8,1,20.0,8,1,51,8,1
2017/5/21,31.7,8,1,22.4,8,1,53,8,1
2017/5/22,31.3,8,1,22.9,8,1,52,8,1
2017/5/23,29.7,8,1,22.8,8,1,53,8,1
2017/5/24,23.0,8,1,19.4,8,1,69,8,1
2017/5/25,20.3,8,1,17.7,8,1,89,8,1
2017/5/26,20.9,8,1,17.5,8,1,83,8,1
2017/5/27,20.5,8,1,16.6,8,1,74,8,1
