ダウンロードした時刻：2023/05/31 13:21:40

,山形,山形,山形,山形,山形,山形,山形,山形,山形
年月日,最高気温(℃),最高気温(℃),最高気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均湿度(％),平均湿度(％),平均湿度(％)
,,,,,,,,,
,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号
2020/6/14,29.3,8,1,21.9,8,1,78,8,1
2020/6/15,30.9,8,1,25.5,8,1,62,8,1
2020/6/16,28.7,8,1,23.0,8,1,57,8,1
2020/6/17,26.1,8,1,20.9,8,1,63,8,1
2020/6/18,28.3,8,1,22.1,8,1,68,8,1
2020/6/19,23.6,8,1,21.1,8,1,73,8,1
2020/6/20,25.2,8,1,20.2,8,1,62,8,1
2020/6/21,26.9,8,1,19.1,8,1,68,8,1
2020/6/22,24.6,8,1,20.7,8,1,69,8,1
2020/6/23,27.2,8,1,21.6,8,1,74,8,1
2020/6/24,28.3,8,1,22.9,8,1,71,8,1
2020/6/25,25.2,8,1,21.0,8,1,75,8,1
2020/6/26,24.0,8,1,20.2,8,1,93,8,1
2020/6/27,29.0,8,1,25.2,8,1,61,8,1
2020/6/28,27.4,8,1,21.7,8,1,81,8,1
2020/6/29,25.3,8,1,20.7,8,1,77,8,1
2020/6/30,24.5,8,1,20.7,8,1,87,8,1
2020/7/1,27.2,8,1,22.5,8,1,92,8,1
2020/7/2,27.8,8,1,23.4,8,1,75,8,1
2020/7/3,28.3,8,1,23.3,8,1,68,8,1
2020/7/4,22.1,8,1,19.4,8,1,92,8,1
2020/7/5,28.2,8,1,21.7,8,1,87,8,1
2020/7/6,24.7,8,1,22.0,8,1,94,8,1
2020/7/7,28.2,8,1,24.2,8,1,89,8,1
2020/7/8,25.5,8,1,22.7,8,1,91,8,1
2020/7/9,28.0,8,1,23.7,8,1,84,8,1
2020/7/10,28.3,8,1,23.6,8,1,87,8,1
2020/7/11,29.6,8,1,24.3,8,1,87,8,1
2020/7/12,27.0,8,1,22.7,8,1,84,8,1
2020/7/13,26.5,8,1,21.6,8,1,76,8,1
2020/7/14,20.4,8,1,18.7,8,1,95,8,1
2020/7/15,24.2,8,1,19.4,8,1,87,8,1
2020/7/16,23.1,8,1,18.6,8,1,88,8,1
2020/7/17,23.7,8,1,20.4,8,1,81,8,1
2020/7/18,28.6,8,1,23.3,8,1,77,8,1
2020/7/19,30.3,8,1,24.9,8,1,76,8,1
2020/7/20,31.9,8,1,25.1,8,1,69,8,1
2020/7/21,30.4,8,1,25.9,8,1,81,8,1
2020/7/22,30.4,8,1,25.8,8,1,79,8,1
2020/7/23,30.0,8,1,24.3,8,1,79,8,1
2020/7/24,29.7,8,1,23.9,8,1,77,8,1
2020/7/25,28.0,8,1,24.2,8,1,89,8,1
2020/7/26,30.9,8,1,25.2,8,1,85,8,1
2020/7/27,27.1,8,1,23.4,8,1,92,8,1
2020/7/28,22.6,8,1,21.4,8,1,99,8,1
2020/7/29,24.6,8,1,21.5,8,1,88,8,1
2020/7/30,28.2,8,1,23.3,8,1,80,8,1
2020/7/31,26.6,8,1,22.8,8,1,87,8,1
2020/8/1,28.6,8,1,24.3,8,1,82,8,1
2020/8/2,30.5,8,1,24.9,8,1,77,8,1
2020/8/3,30.8,8,1,25.1,8,1,79,8,1
2020/8/4,35.2,8,1,27.7,8,1,71,8,1
2020/8/5,34.3,8,1,28.1,8,1,67,8,1
2020/8/6,34.5,8,1,28.4,8,1,71,8,1
2020/8/7,29.9,8,1,25.4,8,1,79,8,1
2020/8/8,22.6,8,1,21.9,8,1,95,8,1
2020/8/9,27.6,8,1,24.4,8,1,88,8,1
2020/8/10,35.8,8,1,28.2,8,1,74,8,1
2020/8/11,36.9,8,1,30.1,8,1,68,8,1
2020/8/12,33.7,8,1,28.0,8,1,78,8,1
2020/8/13,33.1,8,1,27.8,8,1,76,8,1
2020/8/14,31.6,8,1,26.9,8,1,74,8,1
2020/8/15,33.5,8,1,29.1,8,1,69,8,1
2020/8/16,33.1,8,1,27.6,8,1,75,8,1
2020/8/17,33.4,8,1,27.5,8,1,74,8,1
2020/8/18,32.1,8,1,26.5,8,1,74,8,1
2020/8/19,33.7,8,1,26.8,8,1,68,8,1
2020/8/20,37.0,8,1,28.2,8,1,68,8,1
2020/8/21,35.3,8,1,27.5,8,1,75,8,1
2020/8/22,31.1,8,1,26.7,8,1,75,8,1
2020/8/23,32.1,8,1,26.8,8,1,74,8,1
2020/8/24,32.7,8,1,26.9,8,1,71,8,1
2020/8/25,33.7,8,1,26.6,8,1,70,8,1
2020/8/26,35.9,8,1,28.0,8,1,70,8,1
2020/8/27,35.1,8,1,28.7,8,1,71,8,1
2020/8/28,35.9,8,1,29.9,8,1,71,8,1
2020/8/29,34.7,8,1,29.4,8,1,77,8,1
2020/8/30,34.1,8,1,28.0,8,1,82,8,1
2020/8/31,25.2,8,1,22.0,8,1,90,8,1
2020/9/1,29.3,8,1,24.2,8,1,78,8,1
2020/9/2,30.7,8,1,26.4,8,1,75,8,1
2020/9/3,36.5,8,1,29.5,8,1,72,8,1
2020/9/4,31.5,8,1,27.4,8,1,81,8,1
2020/9/5,33.2,8,1,27.0,8,1,78,8,1
2020/9/6,32.1,8,1,26.6,8,1,68,8,1
2020/9/7,35.4,8,1,28.7,8,1,67,8,1
2020/9/8,36.6,8,1,29.5,8,1,66,8,1
2020/9/9,33.0,8,1,27.7,8,1,69,8,1
2020/9/10,29.7,8,1,24.5,8,1,83,8,1
2020/9/11,30.9,8,1,25.1,8,1,81,8,1
2020/9/12,26.3,8,1,22.7,8,1,80,8,1
2020/9/13,26.5,8,1,21.6,8,1,81,8,1
2020/9/14,25.0,8,1,20.6,8,1,88,8,1
2020/9/15,26.5,8,1,22.1,8,1,78,8,1
2020/9/16,28.5,8,1,22.5,8,1,77,8,1
2020/9/17,29.0,8,1,23.8,8,1,78,8,1
2020/9/18,27.0,8,1,23.1,8,1,83,8,1
2020/9/19,25.6,8,1,20.6,8,1,75,8,1
2020/9/20,24.0,8,1,19.9,8,1,73,8,1
2020/9/21,24.1,8,1,19.2,8,1,77,8,1
2020/9/22,23.2,8,1,18.7,8,1,77,8,1
2020/9/23,25.8,8,1,20.7,8,1,73,8,1
2020/9/24,20.8,8,1,18.8,8,1,71,8,1
2020/9/25,17.3,8,1,16.4,8,1,94,8,1
2020/9/26,20.4,8,1,17.6,8,1,87,8,1
2020/9/27,22.5,8,1,18.7,8,1,84,8,1
2020/9/28,21.4,8,1,17.2,8,1,78,8,1
2020/9/29,22.3,8,1,15.5,8,1,76,8,1
2020/9/30,23.4,8,1,16.3,8,1,68,8,1
2021/5/1,16.2,8,1,12.1,8,1,79,8,1
2021/5/2,16.7,8,1,11.4,8,1,73,8,1
2021/5/3,14.0,8,1,10.6,8,1,67,8,1
2021/5/4,22.1,8,1,15.9,8,1,45,8,1
2021/5/5,21.1,8,1,14.9,8,1,69,8,1
2021/5/6,23.5,8,1,17.0,8,1,45,8,1
2021/5/7,22.0,8,1,15.9,8,1,55,8,1
2021/5/8,23.6,8,1,18.4,8,1,53,8,1
2021/5/9,21.5,8,1,15.7,8,1,61,8,1
2021/5/10,20.3,8,1,15.5,8,1,44,8,1
2021/5/11,20.1,8,1,13.5,8,1,54,8,1
2021/5/12,22.5,8,1,13.9,8,1,60,8,1
2021/5/13,25.4,8,1,17.0,8,1,65,8,1
2021/5/14,24.6,8,1,17.8,8,1,66,8,1
2021/5/15,25.8,8,1,17.9,8,1,60,8,1
2021/5/16,24.4,8,1,19.5,8,1,72,8,1
2021/5/17,24.7,8,1,19.7,8,1,83,8,1
2021/5/18,22.2,8,1,17.9,8,1,76,8,1
2021/5/19,19.2,8,1,16.3,8,1,93,8,1
2021/5/20,25.9,8,1,19.2,8,1,69,8,1
2021/5/21,19.0,8,1,16.9,8,1,93,8,1
2021/5/22,21.6,8,1,17.7,8,1,77,8,1
2021/5/23,19.7,8,1,17.0,8,1,72,8,1
2021/5/24,25.5,8,1,18.8,8,1,73,8,1
2021/5/25,24.9,8,1,19.1,8,1,63,8,1
2021/5/26,21.2,8,1,16.0,8,1,59,8,1
2021/5/27,16.8,8,1,14.1,8,1,83,8,1
2021/5/28,25.5,8,1,20.5,8,1,58,8,1
2021/5/29,23.8,8,1,19.2,8,1,62,8,1
2021/5/30,21.4,8,1,16.7,8,1,59,8,1
2021/5/31,23.3,8,1,16.8,8,1,63,8,1
2021/6/1,25.7,8,1,18.4,8,1,65,8,1
2021/6/2,28.5,8,1,20.7,8,1,65,8,1
2021/6/3,29.8,8,1,22.2,8,1,61,8,1
2021/6/4,22.3,8,1,19.8,8,1,84,8,1
2021/6/5,28.3,8,1,20.8,8,1,64,8,1
2021/6/6,29.4,8,1,22.0,8,1,57,8,1
2021/6/7,29.7,8,1,22.0,8,1,67,8,1
2021/6/8,26.5,8,1,20.8,8,1,65,8,1
2021/6/9,28.7,8,1,21.4,8,1,61,8,1
2021/6/10,32.2,5,1,23.6,8,1,51,8,1
2021/6/11,32.4,8,1,24.1,8,1,54,8,1
2021/6/12,29.4,8,1,22.8,8,1,67,8,1
2021/6/13,29.4,8,1,24.1,8,1,67,8,1
2021/6/14,28.5,8,1,23.7,8,1,70,8,1
2021/6/15,29.5,8,1,22.2,8,1,73,8,1
2021/6/16,27.9,8,1,21.9,8,1,70,8,1
2021/6/17,27.1,8,1,21.4,8,1,67,8,1
2021/6/18,29.1,8,1,21.8,8,1,65,8,1
2021/6/19,20.2,8,1,19.1,8,1,90,8,1
2021/6/20,27.7,8,1,21.1,8,1,74,8,1
2021/6/21,28.5,8,1,21.1,8,1,67,8,1
2021/6/22,27.6,8,1,21.2,8,1,77,8,1
2021/6/23,23.0,8,1,19.7,8,1,85,8,1
2021/6/24,23.8,8,1,19.1,8,1,87,8,1
2021/6/25,29.4,8,1,20.9,8,1,80,8,1
2021/6/26,30.4,8,1,22.6,8,1,78,8,1
2021/6/27,28.6,8,1,23.4,8,1,72,8,1
2021/6/28,31.1,8,1,24.2,8,1,65,8,1
2021/6/29,22.6,8,1,20.4,8,1,82,8,1
2021/6/30,27.8,8,1,22.0,8,1,71,8,1
2021/7/1,27.2,8,1,22.4,8,1,75,8,1
2021/7/2,27.2,8,1,23.0,8,1,75,8,1
2021/7/3,30.3,8,1,23.6,8,1,77,8,1
2021/7/4,24.5,8,1,21.3,8,1,83,8,1
2021/7/5,27.7,8,1,22.6,8,1,85,8,1
2021/7/6,30.4,8,1,24.2,8,1,75,8,1
2021/7/7,25.1,8,1,22.1,8,1,95,8,1
2021/7/8,30.2,8,1,24.3,8,1,78,8,1
2021/7/9,25.6,8,1,22.8,8,1,89,8,1
2021/7/10,27.8,8,1,24.1,8,1,90,8,1
2021/7/11,26.9,8,1,22.8,8,1,93,8,1
2021/7/12,28.6,8,1,24.2,8,1,82,8,1
2021/7/13,29.7,8,1,23.9,8,1,84,8,1
2021/7/14,30.0,8,1,24.3,8,1,78,8,1
2021/7/15,31.9,8,1,25.1,8,1,74,8,1
2021/7/16,34.7,8,1,27.6,8,1,69,8,1
2021/7/17,35.6,8,1,28.8,8,1,68,8,1
2021/7/18,36.3,8,1,29.3,8,1,67,8,1
2021/7/19,36.5,8,1,29.8,8,1,62,8,1
2021/7/20,36.7,8,1,29.5,8,1,63,8,1
2021/7/21,36.9,8,1,27.9,8,1,70,8,1
2021/7/22,33.8,8,1,26.5,8,1,77,8,1
2021/7/23,33.7,8,1,27.2,8,1,73,8,1
2021/7/24,33.1,8,1,27.2,8,1,72,8,1
2021/7/25,34.1,8,1,27.3,8,1,68,8,1
2021/7/26,31.4,8,1,26.0,8,1,65,8,1
2021/7/27,29.2,8,1,24.2,8,1,81,8,1
2021/7/28,30.0,8,1,24.8,8,1,83,8,1
2021/7/29,32.5,8,1,25.2,8,1,82,8,1
2021/7/30,32.5,8,1,25.9,8,1,77,8,1
2021/7/31,33.3,8,1,27.2,8,1,72,8,1
2021/8/1,33.3,8,1,26.8,8,1,75,8,1
2021/8/2,35.4,8,1,28.5,8,1,71,8,1
2021/8/3,37.5,8,1,30.6,8,1,66,8,1
2021/8/4,35.9,8,1,29.6,8,1,73,8,1
2021/8/5,36.8,8,1,29.5,8,1,73,8,1
2021/8/6,36.5,8,1,29.7,8,1,67,8,1
2021/8/7,34.2,8,1,27.8,8,1,71,8,1
2021/8/8,31.3,8,1,26.7,8,1,84,8,1
2021/8/9,31.6,8,1,26.9,8,1,84,8,1
2021/8/10,31.2,8,1,26.0,8,1,75,8,1
2021/8/11,30.6,8,1,24.7,8,1,71,8,1
2021/8/12,26.3,8,1,21.7,8,1,78,8,1
2021/8/13,21.4,8,1,19.5,8,1,90,8,1
2021/8/14,20.4,8,1,18.1,8,1,95,8,1
2021/8/15,24.1,8,1,19.7,8,1,81,8,1
2021/8/16,24.3,8,1,20.9,8,1,79,8,1
2021/8/17,26.0,8,1,21.2,8,1,89,8,1
2021/8/18,31.9,8,1,24.7,8,1,83,8,1
2021/8/19,34.7,8,1,26.6,8,1,75,8,1
2021/8/20,33.8,8,1,26.9,8,1,74,8,1
2021/8/21,31.8,8,1,26.1,8,1,80,8,1
2021/8/22,30.2,8,1,25.4,8,1,86,8,1
2021/8/23,31.3,8,1,25.2,8,1,78,8,1
2021/8/24,27.7,8,1,22.9,8,1,86,8,1
2021/8/25,31.3,8,1,26.3,8,1,81,8,1
2021/8/26,32.4,8,1,28.8,8,1,68,8,1
2021/8/27,33.9,8,1,28.2,8,1,66,8,1
2021/8/28,32.4,8,1,25.8,8,1,70,8,1
2021/8/29,32.5,8,1,25.3,8,1,65,8,1
2021/8/30,27.7,8,1,23.4,8,1,79,8,1
2021/8/31,29.1,8,1,23.6,8,1,65,8,1
2021/9/1,20.1,8,1,18.5,8,1,85,8,1
2021/9/2,24.5,8,1,19.7,8,1,80,8,1
2021/9/3,25.2,8,1,20.4,8,1,76,8,1
2021/9/4,21.4,8,1,18.4,8,1,88,8,1
2021/9/5,23.0,8,1,19.1,8,1,77,8,1
2021/9/6,22.4,8,1,18.2,8,1,77,8,1
2021/9/7,24.8,8,1,18.4,8,1,69,8,1
2021/9/8,18.4,8,1,16.4,8,1,88,8,1
2021/9/9,29.7,8,1,21.0,8,1,85,8,1
2021/9/10,29.3,8,1,23.6,8,1,73,8,1
2021/9/11,26.0,8,1,22.2,8,1,80,8,1
2021/9/12,30.9,8,1,23.6,8,1,64,8,1
2021/9/13,26.9,8,1,21.6,8,1,59,8,1
2021/9/14,25.6,5,1,19.2,8,1,75,8,1
2021/9/15,27.2,8,1,20.7,8,1,71,8,1
2021/9/16,22.5,8,1,18.6,8,1,72,8,1
2021/9/17,24.9,8,1,20.1,8,1,75,8,1
2021/9/18,22.2,8,1,20.4,8,1,96,8,1
2021/9/19,27.6,8,1,21.4,8,1,74,8,1
2021/9/20,28.5,8,1,19.6,8,1,64,8,1
2021/9/21,28.3,8,1,20.2,8,1,69,8,1
2021/9/22,29.0,8,1,21.8,8,1,77,8,1
2021/9/23,29.0,8,1,22.6,8,1,67,8,1
2021/9/24,24.7,8,1,21.0,8,1,66,8,1
2021/9/25,23.3,8,1,18.1,8,1,74,8,1
2021/9/26,21.1,8,1,17.3,8,1,76,8,1
2021/9/27,23.2,8,1,16.8,8,1,75,8,1
2021/9/28,24.6,8,1,17.9,8,1,75,8,1
2021/9/29,26.3,5,1,19.6,8,1,74,8,1
2021/9/30,30.7,8,1,22.1,8,1,72,8,1
2022/5/1,8.9,8,1,8.0,8,1,88,8,1
2022/5/2,16.8,8,1,10.5,8,1,62,8,1
2022/5/3,15.6,8,1,10.3,8,1,57,8,1
2022/5/4,24.7,8,1,16.4,8,1,45,8,1
2022/5/5,28.7,8,1,18.5,8,1,49,8,1
2022/5/6,30.9,8,1,20.1,8,1,52,8,1
2022/5/7,28.5,8,1,20.0,8,1,58,8,1
2022/5/8,18.4,8,1,13.7,8,1,41,8,1
2022/5/9,20.5,8,1,12.9,8,1,46,8,1
2022/5/10,24.0,8,1,14.8,8,1,42,8,1
2022/5/11,25.9,8,1,17.2,8,1,52,8,1
2022/5/12,26.0,8,1,19.9,8,1,62,8,1
2022/5/13,25.0,8,1,20.2,8,1,78,8,1
2022/5/14,24.4,8,1,18.2,8,1,73,8,1
2022/5/15,21.1,8,1,15.6,8,1,44,8,1
2022/5/16,17.2,8,1,12.8,8,1,66,8,1
2022/5/17,20.1,8,1,15.3,8,1,65,8,1
2022/5/18,25.8,8,1,17.2,8,1,50,8,1
2022/5/19,28.6,8,1,19.4,8,1,41,8,1
2022/5/20,26.2,8,1,20.5,8,1,43,8,1
2022/5/21,24.6,8,1,18.8,8,1,58,8,1
2022/5/22,19.1,8,1,16.3,8,1,78,8,1
2022/5/23,19.5,8,1,15.0,8,1,81,8,1
2022/5/24,25.3,8,1,17.9,8,1,64,8,1
2022/5/25,29.2,8,1,20.4,8,1,63,8,1
2022/5/26,27.9,8,1,21.3,8,1,63,8,1
2022/5/27,21.5,8,1,17.7,8,1,86,8,1
2022/5/28,20.7,8,1,18.5,8,1,53,8,1
2022/5/29,29.0,8,1,21.8,8,1,58,8,1
2022/5/30,27.9,8,1,19.1,8,1,67,8,1
2022/5/31,18.8,8,1,16.1,8,1,80,8,1
2022/6/1,23.8,8,1,19.3,8,1,58,8,1
2022/6/2,27.3,8,1,19.1,8,1,66,8,1
2022/6/3,20.2,8,1,15.6,8,1,86,8,1
2022/6/4,21.8,8,1,16.4,8,1,71,8,1
2022/6/5,22.8,8,1,15.7,8,1,67,8,1
2022/6/6,15.1,8,1,13.5,8,1,82,8,1
2022/6/7,16.5,8,1,14.3,8,1,89,8,1
2022/6/8,17.9,8,1,14.1,8,1,84,8,1
2022/6/9,22.9,5,1,16.8,5,1,76,5,1
2022/6/10,26.3,8,1,18.4,8,1,77,8,1
2022/6/11,27.0,8,1,19.1,8,1,81,8,1
2022/6/12,23.9,8,1,19.2,8,1,72,8,1
2022/6/13,23.4,8,1,17.7,8,1,60,8,1
2022/6/14,20.7,8,1,15.9,8,1,68,8,1
2022/6/15,21.7,8,1,17.4,8,1,73,8,1
2022/6/16,27.1,8,1,21.5,8,1,72,8,1
2022/6/17,27.7,8,1,21.5,8,1,72,8,1
2022/6/18,31.5,8,1,23.7,8,1,65,8,1
2022/6/19,31.3,8,1,25.2,8,1,64,8,1
2022/6/20,28.9,8,1,24.6,8,1,68,8,1
2022/6/21,30.1,8,1,23.1,8,1,73,8,1
2022/6/22,28.7,8,1,22.7,8,1,72,8,1
2022/6/23,28.3,8,1,23.0,8,1,76,8,1
2022/6/24,30.9,8,1,25.1,8,1,74,8,1
2022/6/25,33.4,8,1,28.4,8,1,58,8,1
2022/6/26,33.6,8,1,28.1,8,1,62,8,1
2022/6/27,26.5,8,1,24.0,8,1,85,8,1
2022/6/28,33.5,8,1,27.7,8,1,64,8,1
2022/6/29,34.1,8,1,29.4,8,1,56,8,1
2022/6/30,32.5,8,1,28.6,8,1,61,8,1
2022/7/1,33.2,8,1,27.3,8,1,71,8,1
2022/7/2,34.4,8,1,28.0,8,1,72,8,1
2022/7/3,34.9,8,1,28.0,8,1,63,8,1
2022/7/4,33.6,8,1,27.0,8,1,70,8,1
2022/7/5,32.3,8,1,26.0,8,1,77,8,1
2022/7/6,30.0,8,1,25.3,8,1,76,8,1
2022/7/7,29.6,8,1,25.2,8,1,70,8,1
2022/7/8,30.2,8,1,25.0,8,1,67,8,1
2022/7/9,28.3,8,1,23.6,8,1,75,8,1
2022/7/10,34.8,8,1,27.2,8,1,67,8,1
2022/7/11,33.2,8,1,27.2,8,1,71,8,1
2022/7/12,27.6,8,1,24.9,8,1,78,8,1
2022/7/13,28.8,8,1,23.7,8,1,82,8,1
2022/7/14,28.2,8,1,23.7,8,1,72,8,1
2022/7/15,22.3,8,1,20.9,8,1,93,8,1
2022/7/16,27.9,8,1,23.6,8,1,83,8,1
2022/7/17,31.9,8,1,24.5,8,1,82,8,1
2022/7/18,31.0,8,1,25.4,8,1,73,8,1
2022/7/19,26.8,8,1,23.7,8,1,87,8,1
2022/7/20,29.7,8,1,25.5,8,1,75,8,1
2022/7/21,29.4,8,1,25.0,8,1,74,8,1
2022/7/22,24.2,8,1,22.7,8,1,93,8,1
2022/7/23,29.9,8,1,24.5,8,1,82,8,1
2022/7/24,31.8,8,1,25.7,8,1,75,8,1
2022/7/25,32.1,8,1,26.5,8,1,79,8,1
2022/7/26,32.8,8,1,28.0,8,1,78,8,1
2022/7/27,32.9,8,1,27.7,8,1,76,8,1
2022/7/28,34.3,8,1,27.9,8,1,72,8,1
2022/7/29,34.2,8,1,28.4,8,1,73,8,1
2022/7/30,35.2,8,1,28.7,8,1,70,8,1
2022/7/31,35.0,8,1,29.0,8,1,69,8,1
2022/8/1,35.2,8,1,29.3,8,1,70,8,1
2022/8/2,36.5,8,1,29.6,8,1,70,8,1
2022/8/3,28.9,8,1,24.9,8,1,88,8,1
2022/8/4,25.5,8,1,22.6,8,1,89,8,1
2022/8/5,26.5,8,1,23.0,8,1,77,8,1
2022/8/6,29.8,8,1,23.9,8,1,75,8,1
2022/8/7,29.2,8,1,24.5,8,1,83,8,1
2022/8/8,34.6,8,1,28.3,8,1,75,8,1
2022/8/9,35.3,8,1,30.1,8,1,63,8,1
2022/8/10,34.5,8,1,29.9,8,1,61,8,1
2022/8/11,35.0,8,1,28.9,8,1,71,8,1
2022/8/12,33.5,8,1,29.1,8,1,72,8,1
2022/8/13,35.0,8,1,28.2,8,1,75,8,1
2022/8/14,33.4,8,1,26.2,8,1,83,8,1
2022/8/15,29.4,8,1,26.4,8,1,80,8,1
2022/8/16,33.2,8,1,27.2,8,1,71,8,1
2022/8/17,30.1,8,1,25.2,8,1,77,8,1
2022/8/18,29.5,8,1,23.8,8,1,82,8,1
2022/8/19,30.5,8,1,24.6,8,1,62,8,1
2022/8/20,27.1,8,1,23.4,8,1,81,8,1
2022/8/21,32.3,8,1,26.0,8,1,75,8,1
2022/8/22,31.9,8,1,25.7,8,1,72,8,1
2022/8/23,33.9,8,1,27.8,8,1,71,8,1
2022/8/24,28.0,8,1,24.1,8,1,67,8,1
2022/8/25,23.6,8,1,21.7,8,1,82,8,1
2022/8/26,28.2,8,1,23.6,8,1,87,8,1
2022/8/27,28.0,8,1,23.7,8,1,89,8,1
2022/8/28,23.0,8,1,19.5,8,1,89,8,1
2022/8/29,27.3,8,1,20.2,8,1,71,8,1
2022/8/30,22.6,8,1,20.2,8,1,92,8,1
2022/8/31,31.3,8,1,24.7,8,1,84,8,1
2022/9/1,32.4,8,1,24.9,8,1,87,8,1
2022/9/2,28.5,8,1,23.6,8,1,79,8,1
2022/9/3,25.4,8,1,22.3,8,1,87,8,1
2022/9/4,29.9,8,1,23.8,8,1,83,8,1
2022/9/5,29.8,8,1,24.5,8,1,78,8,1
2022/9/6,34.0,8,1,26.6,8,1,71,8,1
2022/9/7,28.0,8,1,23.7,8,1,87,8,1
2022/9/8,22.5,8,1,20.7,8,1,90,8,1
2022/9/9,29.1,8,1,23.7,8,1,82,8,1
2022/9/10,31.4,8,1,24.1,8,1,69,8,1
2022/9/11,29.0,8,1,21.9,8,1,71,8,1
2022/9/12,29.3,8,1,22.9,8,1,74,8,1
2022/9/13,29.9,5,1,24.4,8,1,79,8,1
2022/9/14,30.6,8,1,24.1,8,1,69,8,1
2022/9/15,28.9,8,1,22.6,8,1,70,8,1
2022/9/16,29.8,8,1,22.9,8,1,75,8,1
2022/9/17,31.9,8,1,24.3,8,1,74,8,1
2022/9/18,32.1,8,1,25.7,8,1,77,8,1
2022/9/19,33.8,8,1,28.6,8,1,67,8,1
2022/9/20,30.2,8,1,20.8,8,1,69,8,1
2022/9/21,19.1,8,1,15.4,8,1,68,8,1
2022/9/22,20.8,8,1,15.8,8,1,80,8,1
2022/9/23,21.7,8,1,19.5,8,1,95,8,1
2022/9/24,22.9,8,1,20.3,8,1,95,8,1
2022/9/25,25.1,8,1,19.1,8,1,76,8,1
2022/9/26,26.1,8,1,19.9,8,1,78,8,1
2022/9/27,21.7,8,1,19.0,8,1,85,8,1
2022/9/28,24.6,8,1,19.3,8,1,75,8,1
2022/9/29,26.3,8,1,19.3,8,1,73,8,1
2022/9/30,27.3,8,1,19.5,8,1,74,8,1
