ダウンロードした時刻：2023/05/31 13:52:17

,徳島,徳島,徳島,徳島,徳島,徳島,徳島,徳島,徳島
年月日,最高気温(℃),最高気温(℃),最高気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均湿度(％),平均湿度(％),平均湿度(％)
,,,,,,,,,
,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号
2020/7/18,30.2,8,1,25.9,8,1,83,8,1
2020/7/19,31.0,8,1,26.8,8,1,81,8,1
2020/7/20,31.7,8,1,28.0,8,1,79,8,1
2020/7/21,33.8,8,1,29.0,8,1,79,8,1
2020/7/22,32.7,8,1,28.2,8,1,77,8,1
2020/7/23,30.3,8,1,27.2,8,1,83,8,1
2020/7/24,27.8,8,1,26.4,8,1,88,8,1
2020/7/25,27.0,8,1,25.4,8,1,88,8,1
2020/7/26,27.5,8,1,24.6,8,1,90,8,1
2020/7/27,28.9,8,1,25.6,8,1,93,8,1
2020/7/28,33.7,8,1,26.6,8,1,91,8,1
2020/7/29,31.7,8,1,27.2,8,1,86,8,1
2020/7/30,32.3,8,1,28.4,8,1,81,8,1
2020/7/31,32.4,8,1,28.9,8,1,76,8,1
2020/8/1,34.0,8,1,29.1,8,1,72,8,1
2020/8/2,32.9,8,1,28.4,8,1,80,8,1
2020/8/3,31.5,8,1,27.9,8,1,84,8,1
2020/8/4,32.1,8,1,27.9,8,1,81,8,1
2020/8/5,33.1,8,1,28.4,8,1,76,8,1
2020/8/6,32.0,8,1,28.3,8,1,79,8,1
2020/8/7,31.9,8,1,28.0,8,1,80,8,1
2020/8/8,35.1,8,1,29.4,8,1,73,8,1
2020/8/9,35.2,8,1,30.1,8,1,71,8,1
2020/8/10,34.2,8,1,30.1,8,1,76,8,1
2020/8/11,36.2,8,1,29.5,8,1,80,8,1
2020/8/12,34.3,8,1,29.5,8,1,78,8,1
2020/8/13,34.2,8,1,30.2,8,1,73,8,1
2020/8/14,34.2,8,1,30.4,8,1,75,8,1
2020/8/15,37.7,8,1,31.8,8,1,64,8,1
2020/8/16,37.7,8,1,32.4,8,1,56,8,1
2020/8/17,37.5,8,1,32.0,8,1,55,8,1
2020/8/18,35.6,8,1,31.3,8,1,60,8,1
2020/8/19,35.1,8,1,30.5,8,1,67,8,1
2020/8/20,34.9,8,1,30.6,8,1,74,8,1
2020/8/21,35.6,8,1,30.8,8,1,72,8,1
2020/8/22,34.3,8,1,29.1,8,1,77,8,1
2020/8/23,34.5,8,1,29.8,8,1,70,8,1
2020/8/24,33.5,8,1,29.7,8,1,72,8,1
2020/8/25,34.8,8,1,30.0,8,1,71,8,1
2020/8/26,34.6,8,1,30.0,8,1,73,8,1
2020/8/27,35.0,8,1,29.9,8,1,75,8,1
2020/8/28,34.2,8,1,29.9,8,1,73,8,1
2020/8/29,34.9,8,1,30.1,8,1,73,8,1
2020/8/30,35.5,8,1,30.6,8,1,72,8,1
2020/8/31,35.8,8,1,30.8,8,1,67,8,1
2020/9/1,35.8,8,1,30.2,8,1,70,8,1
2020/9/2,30.4,8,1,27.7,8,1,89,8,1
2020/9/3,36.2,8,1,30.3,8,1,71,8,1
2020/9/4,30.1,8,1,26.9,8,1,83,8,1
2020/9/5,33.6,8,1,28.3,8,1,78,8,1
2020/9/6,32.4,8,1,27.4,8,1,85,8,1
2020/9/7,32.2,8,1,28.8,8,1,74,8,1
2020/9/8,33.5,8,1,29.0,8,1,64,8,1
2020/9/9,26.1,8,1,24.2,8,1,78,8,1
2020/9/10,28.8,8,1,24.7,8,1,87,8,1
2020/9/11,26.4,8,1,24.6,8,1,94,8,1
2020/9/12,31.1,8,1,26.4,8,1,87,8,1
2020/9/13,29.6,8,1,25.9,8,1,77,8,1
2020/9/14,27.3,8,1,23.8,8,1,65,8,1
2020/9/15,28.4,8,1,24.0,8,1,69,8,1
2020/9/16,27.7,8,1,25.0,8,1,77,8,1
2020/9/17,30.5,8,1,26.4,8,1,81,8,1
2020/9/18,30.1,8,1,26.9,8,1,77,8,1
2020/9/19,28.3,8,1,24.8,8,1,56,8,1
2020/9/20,26.3,8,1,22.3,8,1,64,8,1
2020/9/21,27.3,8,1,22.6,8,1,59,8,1
2020/9/22,27.4,8,1,22.8,8,1,70,8,1
2020/9/23,29.5,8,1,24.3,8,1,71,8,1
2020/9/24,27.9,8,1,24.4,8,1,76,8,1
2020/9/25,22.6,8,1,21.4,8,1,95,8,1
2020/9/26,25.0,8,1,23.0,8,1,75,8,1
2020/9/27,27.0,8,1,22.6,8,1,69,8,1
2020/9/28,24.9,8,1,21.4,8,1,68,8,1
2020/9/29,26.2,8,1,22.5,8,1,71,8,1
2020/9/30,24.2,8,1,21.7,8,1,77,8,1
2021/5/1,26.1,8,1,18.2,8,1,57,8,1
2021/5/2,18.4,8,1,14.6,8,1,53,8,1
2021/5/3,22.2,8,1,16.0,8,1,51,8,1
2021/5/4,23.7,8,1,17.8,8,1,60,8,1
2021/5/5,19.8,8,1,18.2,8,1,84,8,1
2021/5/6,23.3,8,1,18.0,8,1,60,8,1
2021/5/7,19.5,8,1,16.3,8,1,83,8,1
2021/5/8,19.8,8,1,17.0,8,1,90,8,1
2021/5/9,28.1,8,1,21.4,8,1,51,8,1
2021/5/10,23.7,8,1,18.9,8,1,45,8,1
2021/5/11,22.6,8,1,18.8,8,1,60,8,1
2021/5/12,17.7,8,1,16.6,8,1,86,8,1
2021/5/13,24.4,8,1,20.0,8,1,81,8,1
2021/5/14,26.8,8,1,22.0,8,1,80,8,1
2021/5/15,22.7,8,1,20.6,8,1,89,8,1
2021/5/16,24.3,8,1,21.1,8,1,96,8,1
2021/5/17,25.4,8,1,22.9,8,1,95,8,1
2021/5/18,23.1,8,1,20.9,8,1,91,8,1
2021/5/19,21.9,8,1,20.0,8,1,95,8,1
2021/5/20,23.9,8,1,20.7,8,1,98,8,1
2021/5/21,23.8,8,1,20.8,8,1,95,8,1
2021/5/22,24.2,8,1,19.5,8,1,73,8,1
2021/5/23,27.8,8,1,21.5,8,1,68,8,1
2021/5/24,21.7,8,1,18.8,8,1,91,8,1
2021/5/25,25.3,8,1,21.5,8,1,69,8,1
2021/5/26,22.5,8,1,20.0,8,1,52,8,1
2021/5/27,20.6,8,1,17.2,8,1,92,8,1
2021/5/28,23.2,8,1,19.9,8,1,79,8,1
2021/5/29,27.5,8,1,22.5,8,1,59,8,1
2021/5/30,28.4,8,1,22.5,8,1,56,8,1
2021/5/31,27.7,8,1,22.1,8,1,56,8,1
2021/6/1,27.2,8,1,22.2,8,1,64,8,1
2021/6/2,27.6,8,1,22.9,8,1,68,8,1
2021/6/3,25.9,8,1,22.4,8,1,74,8,1
2021/6/4,24.1,8,1,21.6,8,1,90,8,1
2021/6/5,23.2,8,1,20.4,8,1,81,8,1
2021/6/6,25.7,8,1,21.3,8,1,69,8,1
2021/6/7,28.6,8,1,23.5,8,1,66,8,1
2021/6/8,29.3,8,1,24.8,8,1,66,8,1
2021/6/9,30.8,8,1,25.8,8,1,51,8,1
2021/6/10,30.3,8,1,25.0,8,1,60,8,1
2021/6/11,27.1,8,1,23.7,8,1,74,8,1
2021/6/12,25.8,8,1,23.5,8,1,79,8,1
2021/6/13,26.2,8,1,22.8,8,1,86,8,1
2021/6/14,28.8,8,1,23.7,8,1,82,8,1
2021/6/15,28.9,8,1,24.0,8,1,85,8,1
2021/6/16,22.4,8,1,21.1,8,1,95,8,1
2021/6/17,27.3,8,1,23.2,8,1,79,8,1
2021/6/18,24.2,8,1,22.2,8,1,86,8,1
2021/6/19,25.7,8,1,22.2,8,1,93,8,1
2021/6/20,27.9,8,1,23.7,8,1,70,8,1
2021/6/21,28.7,8,1,23.6,8,1,70,8,1
2021/6/22,26.2,8,1,23.2,8,1,79,8,1
2021/6/23,28.6,8,1,24.1,8,1,72,8,1
2021/6/24,27.1,8,1,23.2,8,1,82,8,1
2021/6/25,28.3,8,1,23.2,8,1,85,8,1
2021/6/26,24.9,8,1,22.6,8,1,86,8,1
2021/6/27,26.2,8,1,22.8,8,1,84,8,1
2021/6/28,26.8,8,1,22.5,8,1,88,8,1
2021/6/29,29.8,8,1,24.9,8,1,79,8,1
2021/6/30,29.4,8,1,24.8,8,1,84,8,1
2021/7/1,23.8,8,1,22.6,8,1,99,8,1
2021/7/2,29.0,8,1,24.7,8,1,96,8,1
2021/7/3,30.9,8,1,25.6,8,1,94,8,1
2021/7/4,32.2,8,1,27.9,8,1,83,8,1
2021/7/5,31.3,8,1,27.1,8,1,87,8,1
2021/7/6,30.5,8,1,26.7,8,1,90,8,1
2021/7/7,31.1,8,1,26.9,8,1,89,8,1
2021/7/8,27.3,8,1,25.5,8,1,96,8,1
2021/7/9,27.9,8,1,25.6,8,1,94,8,1
2021/7/10,28.4,8,1,25.7,8,1,93,8,1
2021/7/11,31.5,8,1,27.3,8,1,78,8,1
2021/7/12,29.8,8,1,24.8,8,1,90,8,1
2021/7/13,30.1,8,1,25.6,8,1,83,8,1
2021/7/14,32.3,8,1,26.8,8,1,83,8,1
2021/7/15,31.2,8,1,26.7,8,1,78,8,1
2021/7/16,26.8,8,1,24.5,8,1,89,8,1
2021/7/17,31.0,8,1,26.9,8,1,80,8,1
2021/7/18,30.7,8,1,26.7,8,1,85,8,1
2021/7/19,33.8,8,1,28.4,8,1,75,8,1
2021/7/20,32.7,8,1,27.8,8,1,70,8,1
2021/7/21,32.3,8,1,28.4,8,1,68,8,1
2021/7/22,32.1,8,1,28.3,8,1,68,8,1
2021/7/23,32.8,8,1,28.4,8,1,69,8,1
2021/7/24,33.3,8,1,28.6,8,1,67,8,1
2021/7/25,32.6,8,1,28.4,8,1,68,8,1
2021/7/26,33.1,8,1,28.6,8,1,61,8,1
2021/7/27,35.0,8,1,30.0,8,1,59,8,1
2021/7/28,33.0,8,1,29.1,8,1,68,8,1
2021/7/29,33.2,8,1,28.9,8,1,72,8,1
2021/7/30,32.8,8,1,29.0,8,1,74,8,1
2021/7/31,35.0,8,1,29.6,8,1,65,8,1
2021/8/1,33.8,8,1,29.0,8,1,72,8,1
2021/8/2,34.0,8,1,29.4,8,1,68,8,1
2021/8/3,31.8,8,1,28.2,8,1,75,8,1
2021/8/4,35.2,8,1,29.4,8,1,74,8,1
2021/8/5,35.2,8,1,30.2,8,1,72,8,1
2021/8/6,33.7,8,1,28.5,8,1,78,8,1
2021/8/7,35.3,8,1,30.3,8,1,73,8,1
2021/8/8,35.3,8,1,30.3,8,1,73,8,1
2021/8/9,30.9,8,1,28.1,8,1,76,8,1
2021/8/10,33.7,8,1,29.0,8,1,62,8,1
2021/8/11,29.8,8,1,27.2,8,1,78,8,1
2021/8/12,26.3,8,1,24.2,8,1,92,8,1
2021/8/13,28.3,8,1,25.3,8,1,95,8,1
2021/8/14,27.1,8,1,25.9,8,1,95,8,1
2021/8/15,28.1,8,1,25.0,8,1,85,8,1
2021/8/16,26.7,8,1,24.9,8,1,85,8,1
2021/8/17,25.4,8,1,24.4,8,1,95,8,1
2021/8/18,27.0,8,1,24.5,8,1,94,8,1
2021/8/19,24.4,8,1,23.4,8,1,97,8,1
2021/8/20,24.3,8,1,23.3,8,1,95,8,1
2021/8/21,26.4,8,1,24.7,8,1,95,8,1
2021/8/22,33.0,8,1,27.3,8,1,86,8,1
2021/8/23,29.2,8,1,26.7,8,1,88,8,1
2021/8/24,33.0,8,1,27.4,8,1,83,8,1
2021/8/25,31.9,8,1,27.7,8,1,85,8,1
2021/8/26,30.5,8,1,27.6,8,1,87,8,1
2021/8/27,31.8,8,1,28.5,8,1,79,8,1
2021/8/28,34.3,8,1,29.5,8,1,68,8,1
2021/8/29,34.3,8,1,29.6,8,1,67,8,1
2021/8/30,34.6,8,1,29.6,8,1,68,8,1
2021/8/31,33.1,8,1,29.2,8,1,71,8,1
2021/9/1,31.2,8,1,28.1,8,1,81,8,1
2021/9/2,28.7,8,1,25.5,8,1,89,8,1
2021/9/3,24.9,8,1,23.7,8,1,91,8,1
2021/9/4,29.9,8,1,25.7,8,1,81,8,1
2021/9/5,29.0,8,1,26.2,8,1,70,8,1
2021/9/6,30.6,8,1,26.4,8,1,67,8,1
2021/9/7,29.6,8,1,25.3,8,1,77,8,1
2021/9/8,26.0,8,1,24.5,8,1,90,8,1
2021/9/9,29.5,8,1,25.6,8,1,81,8,1
2021/9/10,29.9,8,1,25.7,8,1,75,8,1
2021/9/11,29.3,8,1,25.3,8,1,79,8,1
2021/9/12,25.6,8,1,24.2,8,1,93,8,1
2021/9/13,28.1,8,1,25.1,8,1,76,8,1
2021/9/14,23.1,8,1,21.4,8,1,89,8,1
2021/9/15,27.0,8,1,23.0,8,1,85,8,1
2021/9/16,26.0,8,1,23.8,8,1,80,8,1
2021/9/17,25.8,8,1,24.1,8,1,91,8,1
2021/9/18,31.5,8,1,26.6,8,1,77,8,1
2021/9/19,29.1,8,1,25.3,8,1,67,8,1
2021/9/20,30.5,8,1,25.6,8,1,70,8,1
2021/9/21,30.1,8,1,26.1,8,1,70,8,1
2021/9/22,29.8,8,1,24.9,8,1,90,8,1
2021/9/23,29.2,8,1,24.3,8,1,72,8,1
2021/9/24,27.8,8,1,23.9,8,1,65,8,1
2021/9/25,28.8,8,1,24.4,8,1,71,8,1
2021/9/26,26.5,8,1,22.9,8,1,82,8,1
2021/9/27,27.7,8,1,24.0,8,1,73,8,1
2021/9/28,28.4,8,1,25.3,8,1,71,8,1
2021/9/29,29.9,8,1,26.2,8,1,68,8,1
2021/9/30,27.8,8,1,25.0,8,1,75,8,1
2022/5/1,21.6,8,1,16.1,8,1,67,8,1
2022/5/2,19.6,8,1,15.2,8,1,59,8,1
2022/5/3,20.6,8,1,15.6,8,1,47,8,1
2022/5/4,23.7,8,1,17.0,8,1,63,8,1
2022/5/5,23.6,8,1,18.3,8,1,70,8,1
2022/5/6,24.0,8,1,20.0,8,1,67,8,1
2022/5/7,24.9,8,1,20.4,8,1,68,8,1
2022/5/8,21.7,8,1,18.4,8,1,51,8,1
2022/5/9,18.0,8,1,15.2,8,1,64,8,1
2022/5/10,21.6,8,1,17.5,8,1,66,8,1
2022/5/11,21.6,8,1,19.3,8,1,84,8,1
2022/5/12,20.1,8,1,18.8,8,1,96,8,1
2022/5/13,19.8,8,1,18.9,8,1,100,8,1
2022/5/14,24.1,8,1,20.6,8,1,76,8,1
2022/5/15,20.8,8,1,17.2,8,1,59,8,1
2022/5/16,21.9,8,1,17.5,8,1,70,8,1
2022/5/17,21.5,8,1,17.6,8,1,69,8,1
2022/5/18,26.6,8,1,19.6,8,1,50,8,1
2022/5/19,25.6,8,1,20.1,8,1,56,8,1
2022/5/20,23.8,8,1,20.3,8,1,62,8,1
2022/5/21,20.9,8,1,18.5,8,1,74,8,1
2022/5/22,27.1,8,1,21.2,8,1,65,8,1
2022/5/23,26.5,8,1,22.2,8,1,59,8,1
2022/5/24,28.3,8,1,22.1,8,1,67,8,1
2022/5/25,28.7,8,1,23.0,8,1,71,8,1
2022/5/26,26.5,8,1,21.5,8,1,82,8,1
2022/5/27,28.5,8,1,22.7,8,1,66,8,1
2022/5/28,30.2,8,1,24.8,8,1,42,8,1
2022/5/29,29.9,8,1,23.7,8,1,48,8,1
2022/5/30,24.4,8,1,20.0,8,1,79,8,1
2022/5/31,29.4,8,1,23.3,8,1,65,8,1
2022/6/1,23.9,8,1,20.2,8,1,62,8,1
2022/6/2,27.6,8,1,21.8,8,1,62,8,1
2022/6/3,28.0,8,1,23.3,8,1,60,8,1
2022/6/4,27.0,8,1,22.5,8,1,56,8,1
2022/6/5,23.7,8,1,20.7,8,1,79,8,1
2022/6/6,24.7,8,1,20.4,8,1,86,8,1
2022/6/7,25.3,8,1,21.5,8,1,61,8,1
2022/6/8,24.7,8,1,20.6,8,1,64,8,1
2022/6/9,28.0,8,1,22.2,8,1,72,8,1
2022/6/10,27.8,8,1,23.2,8,1,73,8,1
2022/6/11,23.2,8,1,21.4,8,1,84,8,1
2022/6/12,27.9,8,1,23.2,8,1,63,8,1
2022/6/13,24.6,8,1,21.2,8,1,67,8,1
2022/6/14,21.2,8,1,19.2,8,1,92,8,1
2022/6/15,25.9,8,1,21.9,8,1,87,8,1
2022/6/16,28.5,8,1,23.7,8,1,80,8,1
2022/6/17,27.6,8,1,24.1,8,1,80,8,1
2022/6/18,27.3,8,1,24.1,8,1,82,8,1
2022/6/19,27.9,8,1,24.3,8,1,83,8,1
2022/6/20,28.5,8,1,24.9,8,1,85,8,1
2022/6/21,24.3,8,1,23.4,8,1,96,8,1
2022/6/22,29.0,8,1,25.4,8,1,87,8,1
2022/6/23,29.7,8,1,26.3,8,1,86,8,1
2022/6/24,34.7,8,1,29.1,8,1,72,8,1
2022/6/25,29.0,8,1,25.5,8,1,86,8,1
2022/6/26,30.1,8,1,25.5,8,1,85,8,1
2022/6/27,29.4,8,1,25.8,8,1,87,8,1
2022/6/28,34.7,8,1,28.2,8,1,75,8,1
2022/6/29,33.5,8,1,27.8,8,1,75,8,1
2022/6/30,33.6,8,1,28.6,8,1,74,8,1
2022/7/1,35.2,8,1,29.4,8,1,71,8,1
2022/7/2,33.4,8,1,28.2,8,1,75,8,1
2022/7/3,29.2,8,1,26.4,8,1,89,8,1
2022/7/4,25.7,8,1,24.3,8,1,99,8,1
2022/7/5,30.4,8,1,25.9,8,1,93,8,1
2022/7/6,34.0,8,1,29.7,8,1,71,8,1
2022/7/7,33.6,8,1,28.7,8,1,69,8,1
2022/7/8,29.3,8,1,27.0,8,1,84,8,1
2022/7/9,31.6,8,1,27.9,8,1,79,8,1
2022/7/10,32.1,8,1,28.0,8,1,79,8,1
2022/7/11,32.4,8,1,28.2,8,1,77,8,1
2022/7/12,30.6,8,1,27.4,8,1,83,8,1
2022/7/13,33.1,8,1,28.4,8,1,66,8,1
2022/7/14,27.4,8,1,25.4,8,1,85,8,1
2022/7/15,32.0,8,1,26.7,8,1,83,8,1
2022/7/16,27.7,8,1,24.8,8,1,89,8,1
2022/7/17,30.9,8,1,27.2,8,1,80,8,1
2022/7/18,31.0,8,1,27.7,8,1,78,8,1
2022/7/19,29.1,8,1,26.6,8,1,93,8,1
2022/7/20,32.7,8,1,28.3,8,1,75,8,1
2022/7/21,31.8,8,1,27.7,8,1,76,8,1
2022/7/22,34.0,8,1,29.6,8,1,63,8,1
2022/7/23,32.3,8,1,28.0,8,1,62,8,1
2022/7/24,32.8,8,1,27.5,8,1,72,8,1
2022/7/25,32.6,8,1,28.6,8,1,76,8,1
2022/7/26,35.1,8,1,30.2,8,1,73,8,1
2022/7/27,33.5,8,1,29.0,8,1,80,8,1
2022/7/28,34.2,8,1,29.8,8,1,74,8,1
2022/7/29,35.2,8,1,29.9,8,1,71,8,1
2022/7/30,31.4,8,1,27.8,8,1,86,8,1
2022/7/31,32.3,8,1,28.2,8,1,87,8,1
2022/8/1,34.2,8,1,30.2,8,1,73,8,1
2022/8/2,33.7,8,1,29.3,8,1,72,8,1
2022/8/3,34.4,8,1,30.3,8,1,74,8,1
2022/8/4,34.7,8,1,29.9,8,1,79,8,1
2022/8/5,33.9,8,1,28.6,8,1,80,8,1
2022/8/6,33.7,8,1,29.1,8,1,79,8,1
2022/8/7,34.0,8,1,29.4,8,1,79,8,1
2022/8/8,33.2,8,1,29.7,8,1,78,8,1
2022/8/9,34.8,8,1,30.3,8,1,75,8,1
2022/8/10,35.2,8,1,29.9,8,1,77,8,1
2022/8/11,35.0,8,1,30.4,8,1,73,8,1
2022/8/12,34.4,8,1,29.7,8,1,76,8,1
2022/8/13,34.0,8,1,29.5,8,1,76,8,1
2022/8/14,34.6,8,1,29.3,8,1,77,8,1
2022/8/15,34.6,8,1,28.9,8,1,80,8,1
2022/8/16,35.5,8,1,29.5,8,1,81,8,1
2022/8/17,31.5,8,1,28.4,8,1,83,8,1
2022/8/18,33.1,8,1,28.0,8,1,75,8,1
2022/8/19,31.5,8,1,28.0,8,1,74,8,1
2022/8/20,33.4,8,1,28.8,8,1,82,8,1
2022/8/21,32.0,8,1,28.0,8,1,88,8,1
2022/8/22,31.9,8,1,28.6,8,1,87,8,1
2022/8/23,34.0,8,1,29.1,8,1,80,8,1
2022/8/24,32.6,8,1,28.3,8,1,81,8,1
2022/8/25,32.6,8,1,28.6,8,1,79,8,1
2022/8/26,32.4,8,1,28.7,8,1,66,8,1
2022/8/27,31.9,8,1,28.4,8,1,65,8,1
2022/8/28,28.9,8,1,26.6,8,1,63,8,1
2022/8/29,31.6,8,1,26.6,8,1,70,8,1
2022/8/30,28.9,8,1,25.9,8,1,89,8,1
2022/8/31,32.3,8,1,28.1,8,1,89,8,1
2022/9/1,31.2,8,1,27.0,8,1,91,8,1
2022/9/2,31.9,8,1,26.6,8,1,79,8,1
2022/9/3,32.4,8,1,27.6,8,1,82,8,1
2022/9/4,33.0,8,1,28.3,8,1,80,8,1
2022/9/5,33.4,8,1,29.1,8,1,77,8,1
2022/9/6,29.8,8,1,28.3,8,1,82,8,1
2022/9/7,30.8,8,1,26.6,8,1,70,8,1
2022/9/8,27.6,8,1,25.3,8,1,78,8,1
2022/9/9,27.7,8,1,24.9,8,1,90,8,1
2022/9/10,31.1,8,1,26.4,8,1,85,8,1
2022/9/11,32.6,8,1,28.0,8,1,76,8,1
2022/9/12,33.0,8,1,28.4,8,1,75,8,1
2022/9/13,33.7,8,1,29.2,8,1,70,8,1
2022/9/14,33.5,8,1,29.7,8,1,71,8,1
2022/9/15,32.5,8,1,28.5,8,1,76,8,1
2022/9/16,31.5,8,1,28.1,8,1,63,8,1
2022/9/17,26.8,8,1,25.6,8,1,86,8,1
2022/9/18,29.7,8,1,28.0,8,1,84,8,1
2022/9/19,29.0,8,1,27.0,8,1,87,8,1
2022/9/20,25.7,8,1,22.9,8,1,61,8,1
2022/9/21,23.6,8,1,21.0,8,1,63,8,1
2022/9/22,22.1,8,1,20.7,8,1,88,8,1
2022/9/23,25.2,8,1,23.2,8,1,94,8,1
2022/9/24,28.9,8,1,24.9,8,1,64,8,1
2022/9/25,27.7,8,1,23.0,8,1,61,8,1
2022/9/26,29.3,8,1,24.4,8,1,75,8,1
2022/9/27,27.6,8,1,23.4,8,1,87,8,1
2022/9/28,27.8,8,1,23.7,8,1,78,8,1
2022/9/29,26.6,8,1,22.9,8,1,73,8,1
2022/9/30,28.2,8,1,23.1,8,1,73,8,1
