ダウンロードした時刻：2023/05/31 13:52:17

,徳島,徳島,徳島,徳島,徳島,徳島,徳島,徳島,徳島
年月日,最高気温(℃),最高気温(℃),最高気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均湿度(％),平均湿度(％),平均湿度(％)
,,,,,,,,,
,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号
2011/5/18,25.0,8,1,19.3,8,1,55,8,1
2011/5/19,26.1,8,1,20.4,8,1,59,8,1
2011/5/20,25.6,8,1,20.4,8,1,70,8,1
2011/5/21,28.1,8,1,22.5,8,1,74,8,1
2011/5/22,24.2,8,1,21.0,8,1,71,8,1
2011/5/23,17.7,8,1,15.2,8,1,81,8,1
2011/5/24,21.1,8,1,17.1,8,1,78,8,1
2011/5/25,25.1,8,1,19.4,8,1,65,8,1
2011/5/26,23.3,8,1,19.3,8,1,71,8,1
2011/5/27,19.4,8,1,17.5,8,1,85,8,1
2011/5/28,19.5,8,1,18.4,8,1,91,8,1
2011/5/29,19.3,8,1,18.3,8,1,91,8,1
2011/5/30,23.0,8,1,19.5,8,1,66,8,1
2011/5/31,22.9,8,1,19.5,8,1,66,8,1
2011/6/1,22.3,8,1,20.1,8,1,81,8,1
2011/6/2,23.8,8,1,20.3,8,1,84,8,1
2011/6/3,24.4,8,1,21.4,8,1,78,8,1
2011/6/4,27.5,8,1,22.6,8,1,75,8,1
2011/6/5,22.9,8,1,21.0,8,1,76,8,1
2011/6/6,26.6,8,1,22.1,8,1,69,8,1
2011/6/7,24.1,8,1,21.3,8,1,71,8,1
2011/6/8,24.0,8,1,20.9,8,1,80,8,1
2011/6/9,26.5,8,1,23.1,8,1,78,8,1
2011/6/10,23.8,8,1,22.1,8,1,86,8,1
2011/6/11,23.6,8,1,21.7,8,1,86,8,1
2011/6/12,23.8,8,1,20.9,8,1,88,8,1
2011/6/13,25.9,8,1,22.2,8,1,78,8,1
2011/6/14,26.8,8,1,23.3,8,1,63,8,1
2011/6/15,25.6,8,1,21.9,8,1,67,8,1
2011/6/16,21.6,8,1,18.8,8,1,87,8,1
2011/6/17,26.0,8,1,21.5,8,1,83,8,1
2011/6/18,23.2,8,1,21.4,8,1,90,8,1
2011/6/19,24.5,8,1,21.8,8,1,87,8,1
2011/6/20,24.2,8,1,21.9,8,1,91,8,1
2011/6/21,27.2,8,1,23.5,8,1,86,8,1
2011/6/22,28.0,8,1,24.1,8,1,86,8,1
2011/6/23,34.6,8,1,27.9,8,1,73,8,1
2011/6/24,34.1,8,1,27.9,8,1,72,8,1
2011/6/25,33.9,8,1,28.0,8,1,74,8,1
2011/6/26,27.0,8,1,25.7,8,1,89,8,1
2011/6/27,32.2,8,1,28.7,8,1,71,8,1
2011/6/28,31.5,8,1,27.4,8,1,75,8,1
2011/6/29,32.6,8,1,27.9,8,1,76,8,1
2011/6/30,31.0,8,1,27.1,8,1,80,8,1
2011/7/1,26.1,8,1,24.9,8,1,88,8,1
2011/7/2,30.5,8,1,26.2,8,1,80,8,1
2011/7/3,30.8,8,1,26.2,8,1,83,8,1
2011/7/4,34.7,8,1,27.2,8,1,78,8,1
2011/7/5,33.1,8,1,27.0,8,1,70,8,1
2011/7/6,29.2,8,1,25.3,8,1,80,8,1
2011/7/7,26.2,8,1,24.6,8,1,91,8,1
2011/7/8,33.7,8,1,28.4,8,1,74,8,1
2011/7/9,33.2,8,1,28.6,8,1,73,8,1
2011/7/10,33.2,8,1,28.0,8,1,74,8,1
2011/7/11,31.6,8,1,27.9,8,1,75,8,1
2011/7/12,27.0,8,1,25.0,8,1,81,8,1
2011/7/13,31.0,8,1,26.5,8,1,76,8,1
2011/7/14,31.6,8,1,27.2,8,1,75,8,1
2011/7/15,31.3,8,1,27.7,8,1,72,8,1
2011/7/16,33.3,8,1,28.2,8,1,71,8,1
2011/7/17,33.5,8,1,29.3,8,1,67,8,1
2011/7/18,28.7,8,1,25.7,8,1,87,8,1
2011/7/19,26.2,8,1,24.9,8,1,90,8,1
2011/7/20,27.7,8,1,26.1,8,1,83,8,1
2011/7/21,31.2,8,1,27.2,8,1,70,8,1
2011/7/22,27.6,8,1,24.6,8,1,82,8,1
2011/7/23,30.3,8,1,26.4,8,1,75,8,1
2011/7/24,30.1,8,1,26.4,8,1,76,8,1
2011/7/25,30.6,8,1,26.3,8,1,76,8,1
2011/7/26,31.1,8,1,26.8,8,1,74,8,1
2011/7/27,31.8,8,1,27.8,8,1,76,8,1
2011/7/28,30.8,8,1,27.7,8,1,77,8,1
2011/7/29,33.8,8,1,28.7,8,1,70,8,1
2011/7/30,33.6,8,1,28.7,8,1,69,8,1
2011/7/31,31.0,8,1,27.7,8,1,73,8,1
2011/8/1,32.5,8,1,28.1,8,1,72,8,1
2011/8/2,31.1,8,1,27.9,8,1,73,8,1
2011/8/3,33.1,8,1,28.7,8,1,65,8,1
2011/8/4,32.6,8,1,29.0,8,1,63,8,1
2011/8/5,30.3,8,1,27.4,8,1,76,8,1
2011/8/6,32.7,8,1,29.2,8,1,71,8,1
2011/8/7,33.4,8,1,28.7,8,1,72,8,1
2011/8/8,32.3,8,1,28.6,8,1,73,8,1
2011/8/9,34.6,8,1,29.9,8,1,69,8,1
2011/8/10,34.0,8,1,30.1,8,1,71,8,1
2011/8/11,33.9,8,1,30.1,8,1,71,8,1
2011/8/12,35.5,8,1,30.4,8,1,65,8,1
2011/8/13,34.6,8,1,30.3,8,1,65,8,1
2011/8/14,34.7,8,1,29.1,8,1,72,8,1
2011/8/15,32.1,8,1,28.6,8,1,74,8,1
2011/8/16,32.8,8,1,29.4,8,1,73,8,1
2011/8/17,33.2,8,1,28.8,8,1,76,8,1
2011/8/18,32.7,8,1,28.5,8,1,78,8,1
2011/8/19,32.5,8,1,28.3,8,1,68,8,1
2011/8/20,27.5,8,1,25.2,8,1,79,8,1
2011/8/21,26.9,8,1,24.3,8,1,85,8,1
2011/8/22,29.4,8,1,24.9,8,1,83,8,1
2011/8/23,30.1,8,1,26.5,8,1,80,8,1
2011/8/24,32.2,8,1,28.5,8,1,74,8,1
2011/8/25,27.0,8,1,25.8,8,1,88,8,1
2011/8/26,30.2,8,1,26.9,8,1,82,8,1
2011/8/27,32.2,8,1,28.1,8,1,72,8,1
2011/8/28,32.6,8,1,28.5,8,1,69,8,1
2011/8/29,33.0,8,1,28.4,8,1,72,8,1
2011/8/30,33.7,8,1,28.8,8,1,66,8,1
2011/8/31,33.3,8,1,29.1,8,1,68,8,1
2011/9/1,29.0,8,1,27.0,8,1,85,8,1
2011/9/2,26.9,8,1,26.2,8,1,87,8,1
2011/9/3,26.8,8,1,25.8,8,1,91,8,1
2011/9/4,29.7,8,1,26.4,8,1,86,8,1
2011/9/5,31.2,8,1,26.6,8,1,67,8,1
2011/9/6,28.9,8,1,24.2,8,1,58,8,1
2011/9/7,29.1,8,1,23.9,8,1,61,8,1
2011/9/8,30.2,8,1,24.9,8,1,71,8,1
2011/9/9,32.3,8,1,27.5,8,1,76,8,1
2011/9/10,33.0,8,1,28.7,8,1,72,8,1
2011/9/11,31.7,8,1,27.8,8,1,73,8,1
2011/9/12,32.1,8,1,27.8,8,1,69,8,1
2011/9/13,31.7,8,1,27.7,8,1,69,8,1
2011/9/14,32.4,8,1,27.8,8,1,66,8,1
2011/9/15,32.8,8,1,28.2,8,1,68,8,1
2011/9/16,30.4,8,1,26.8,8,1,81,8,1
2011/9/17,30.0,8,1,26.8,8,1,85,8,1
2011/9/18,29.0,8,1,27.0,8,1,79,8,1
2011/9/19,29.6,8,1,25.0,8,1,82,8,1
2011/9/20,24.8,8,1,22.9,8,1,93,8,1
2011/9/21,25.8,8,1,22.9,8,1,77,8,1
2011/9/22,25.8,8,1,21.8,8,1,60,8,1
2011/9/23,25.1,8,1,20.7,8,1,56,8,1
2011/9/24,24.7,8,1,20.0,8,1,59,8,1
2011/9/25,25.9,8,1,21.0,8,1,64,8,1
2011/9/26,23.7,8,1,21.2,8,1,79,8,1
2011/9/27,27.3,8,1,22.7,8,1,64,8,1
2011/9/28,27.3,8,1,22.3,8,1,66,8,1
2011/9/29,28.7,8,1,23.2,8,1,70,8,1
2011/9/30,29.2,8,1,23.8,8,1,76,8,1
2012/5/1,24.7,8,1,20.1,8,1,75,8,1
2012/5/2,19.6,8,1,18.1,8,1,88,8,1
2012/5/3,24.2,8,1,19.8,8,1,69,8,1
2012/5/4,23.0,8,1,19.0,8,1,56,8,1
2012/5/5,23.2,8,1,18.7,8,1,67,8,1
2012/5/6,25.8,8,1,20.3,8,1,48,8,1
2012/5/7,22.5,8,1,18.0,8,1,69,8,1
2012/5/8,24.0,8,1,19.8,8,1,69,8,1
2012/5/9,24.3,8,1,19.8,8,1,70,8,1
2012/5/10,24.1,8,1,18.6,8,1,57,8,1
2012/5/11,18.9,8,1,15.0,8,1,53,8,1
2012/5/12,18.8,8,1,14.9,8,1,51,8,1
2012/5/13,20.4,8,1,15.2,8,1,50,8,1
2012/5/14,22.5,8,1,17.7,8,1,71,8,1
2012/5/15,20.2,8,1,18.4,8,1,86,8,1
2012/5/16,25.6,8,1,20.5,8,1,60,8,1
2012/5/17,24.2,8,1,19.5,8,1,67,8,1
2012/5/18,24.5,8,1,19.4,8,1,51,8,1
2012/5/19,23.9,8,1,18.6,8,1,52,8,1
2012/5/20,22.0,8,1,18.4,8,1,67,8,1
2012/5/21,23.2,8,1,19.3,8,1,66,8,1
2012/5/22,25.1,8,1,20.1,8,1,60,8,1
2012/5/23,27.2,8,1,21.2,8,1,54,8,1
2012/5/24,24.9,8,1,20.4,8,1,54,8,1
2012/5/25,21.6,8,1,18.6,8,1,70,8,1
2012/5/26,24.7,8,1,19.1,8,1,68,8,1
2012/5/27,27.5,8,1,20.9,8,1,61,8,1
2012/5/28,27.5,8,1,22.0,8,1,67,8,1
2012/5/29,25.5,8,1,21.1,8,1,71,8,1
2012/5/30,23.4,8,1,19.6,8,1,63,8,1
2012/5/31,23.6,8,1,20.3,8,1,70,8,1
2012/6/1,26.0,8,1,22.0,8,1,67,8,1
2012/6/2,24.3,8,1,21.4,8,1,72,8,1
2012/6/3,26.5,8,1,22.2,8,1,66,8,1
2012/6/4,26.6,8,1,21.7,8,1,68,8,1
2012/6/5,21.6,8,1,19.2,8,1,84,8,1
2012/6/6,30.2,8,1,23.5,8,1,61,8,1
2012/6/7,26.7,8,1,23.4,8,1,65,8,1
2012/6/8,23.6,8,1,20.6,8,1,83,8,1
2012/6/9,29.7,8,1,22.7,8,1,76,8,1
2012/6/10,28.2,8,1,23.8,8,1,58,8,1
2012/6/11,25.6,8,1,22.6,8,1,67,8,1
2012/6/12,23.2,8,1,20.7,8,1,81,8,1
2012/6/13,26.1,8,1,22.5,8,1,70,8,1
2012/6/14,27.8,8,1,23.4,8,1,70,8,1
2012/6/15,26.6,8,1,22.6,8,1,71,8,1
2012/6/16,26.1,8,1,23.2,8,1,89,8,1
2012/6/17,27.9,8,1,24.4,8,1,81,8,1
2012/6/18,27.2,8,1,24.2,8,1,76,8,1
2012/6/19,25.7,8,1,24.0,8,1,85,8,1
2012/6/20,26.5,8,1,23.8,8,1,72,8,1
2012/6/21,21.8,8,1,19.3,8,1,89,8,1
2012/6/22,27.2,8,1,22.6,8,1,71,8,1
2012/6/23,25.3,8,1,21.7,8,1,70,8,1
2012/6/24,24.8,8,1,21.9,8,1,80,8,1
2012/6/25,25.5,8,1,22.5,8,1,78,8,1
2012/6/26,27.5,8,1,23.8,8,1,70,8,1
2012/6/27,24.3,8,1,22.3,8,1,68,8,1
2012/6/28,27.1,8,1,23.0,8,1,75,8,1
2012/6/29,28.7,8,1,24.5,8,1,74,8,1
2012/6/30,27.0,8,1,24.2,8,1,84,8,1
2012/7/1,29.3,8,1,26.0,8,1,83,8,1
2012/7/2,30.4,8,1,26.3,8,1,72,8,1
2012/7/3,27.4,8,1,24.6,8,1,84,8,1
2012/7/4,28.5,8,1,24.7,8,1,82,5,1
2012/7/5,25.1,8,1,23.5,8,1,89,4,1
2012/7/6,29.5,8,1,25.3,8,1,87,8,1
2012/7/7,29.1,8,1,24.6,8,1,81,8,1
2012/7/8,29.2,8,1,24.8,8,1,66,8,1
2012/7/9,29.5,8,1,24.7,8,1,74,8,1
2012/7/10,30.2,8,1,26.0,8,1,75,8,1
2012/7/11,27.1,8,1,25.4,8,1,86,8,1
2012/7/12,31.1,8,1,27.1,8,1,85,8,1
2012/7/13,29.1,8,1,25.8,8,1,90,8,1
2012/7/14,29.9,8,1,26.0,8,1,87,8,1
2012/7/15,31.7,8,1,28.2,8,1,81,8,1
2012/7/16,31.6,8,1,28.6,8,1,75,8,1
2012/7/17,32.4,8,1,28.3,8,1,78,8,1
2012/7/18,32.3,8,1,28.6,8,1,76,8,1
2012/7/19,32.5,8,1,28.1,8,1,78,8,1
2012/7/20,29.8,8,1,26.8,8,1,87,8,1
2012/7/21,32.2,8,1,27.9,8,1,79,8,1
2012/7/22,30.5,8,1,27.1,8,1,77,8,1
2012/7/23,31.5,8,1,27.6,8,1,76,8,1
2012/7/24,32.2,8,1,28.3,8,1,75,8,1
2012/7/25,33.1,8,1,29.1,8,1,73,8,1
2012/7/26,34.2,8,1,29.8,8,1,73,8,1
2012/7/27,34.9,8,1,29.7,8,1,71,8,1
2012/7/28,34.0,8,1,30.2,8,1,70,8,1
2012/7/29,34.3,8,1,29.8,8,1,74,8,1
2012/7/30,34.3,8,1,29.8,8,1,70,8,1
2012/7/31,34.4,8,1,29.8,8,1,61,8,1
2012/8/1,30.8,8,1,27.7,8,1,77,8,1
2012/8/2,32.4,8,1,28.9,8,1,74,8,1
2012/8/3,34.3,8,1,29.5,8,1,62,8,1
2012/8/4,32.5,8,1,29.2,8,1,63,8,1
2012/8/5,31.9,8,1,28.0,8,1,76,8,1
2012/8/6,33.9,8,1,29.5,8,1,73,8,1
2012/8/7,36.1,8,1,30.2,8,1,65,8,1
2012/8/8,33.9,8,1,28.9,8,1,54,8,1
2012/8/9,31.9,8,1,27.7,8,1,62,8,1
2012/8/10,32.8,8,1,28.8,8,1,75,8,1
2012/8/11,30.9,8,1,27.6,8,1,84,8,1
2012/8/12,32.4,8,1,27.6,8,1,85,8,1
2012/8/13,32.3,8,1,27.5,8,1,85,8,1
2012/8/14,30.1,8,1,27.0,8,1,88,8,1
2012/8/15,33.1,8,1,28.8,8,1,76,8,1
2012/8/16,33.3,8,1,29.0,8,1,72,8,1
2012/8/17,34.3,8,1,29.2,8,1,73,8,1
2012/8/18,33.8,8,1,28.9,8,1,74,8,1
2012/8/19,32.6,8,1,28.5,8,1,73,8,1
2012/8/20,32.7,8,1,28.3,8,1,71,8,1
2012/8/21,31.1,8,1,27.2,8,1,84,8,1
2012/8/22,32.2,8,1,28.3,8,1,77,8,1
2012/8/23,32.5,8,1,28.7,8,1,76,8,1
2012/8/24,31.9,8,1,28.2,8,1,76,8,1
2012/8/25,33.1,8,1,29.0,8,1,68,8,1
2012/8/26,32.9,8,1,28.9,8,1,67,8,1
2012/8/27,31.5,8,1,28.4,8,1,75,8,1
2012/8/28,31.1,8,1,27.8,8,1,78,8,1
2012/8/29,30.7,8,1,27.8,8,1,83,8,1
2012/8/30,34.3,8,1,29.0,8,1,76,8,1
2012/8/31,33.3,8,1,28.2,8,1,73,8,1
2012/9/1,30.0,8,1,26.6,8,1,77,8,1
2012/9/2,31.9,8,1,27.2,8,1,72,8,1
2012/9/3,28.3,8,1,25.4,8,1,84,8,1
2012/9/4,30.3,8,1,26.2,8,1,82,8,1
2012/9/5,30.8,8,1,25.2,8,1,84,8,1
2012/9/6,31.2,8,1,26.5,8,1,77,8,1
2012/9/7,32.1,8,1,27.8,8,1,75,8,1
2012/9/8,30.5,8,1,27.0,8,1,78,8,1
2012/9/9,31.3,8,1,27.5,8,1,73,8,1
2012/9/10,28.1,8,1,26.2,8,1,77,8,1
2012/9/11,29.7,8,1,25.9,8,1,78,8,1
2012/9/12,30.6,8,1,26.8,8,1,72,8,1
2012/9/13,32.2,8,1,27.3,8,1,75,8,1
2012/9/14,31.3,8,1,26.4,8,1,81,8,1
2012/9/15,30.6,8,1,26.6,8,1,77,8,1
2012/9/16,31.5,8,1,27.9,8,1,77,8,1
2012/9/17,29.1,8,1,26.8,8,1,85,8,1
2012/9/18,26.6,8,1,24.8,8,1,89,8,1
2012/9/19,28.5,8,1,24.4,8,1,72,8,1
2012/9/20,26.6,8,1,23.2,8,1,61,8,1
2012/9/21,28.4,8,1,23.8,8,1,64,8,1
2012/9/22,27.2,8,1,23.0,8,1,71,8,1
2012/9/23,26.1,8,1,21.7,8,1,74,8,1
2012/9/24,27.0,8,1,23.0,8,1,62,8,1
2012/9/25,29.0,8,1,24.2,8,1,61,8,1
2012/9/26,28.8,8,1,24.1,8,1,59,8,1
2012/9/27,28.7,8,1,24.1,8,1,60,8,1
2012/9/28,28.3,8,1,23.5,8,1,64,8,1
2012/9/29,25.7,8,1,22.2,8,1,79,8,1
2012/9/30,22.5,8,1,20.5,8,1,89,8,1
2013/5/1,18.1,8,1,13.7,8,1,59,8,1
2013/5/2,17.7,8,1,12.9,8,1,53,8,1
2013/5/3,18.3,8,1,13.4,8,1,65,8,1
2013/5/4,20.2,8,1,14.9,8,1,67,8,1
2013/5/5,22.4,8,1,16.4,8,1,55,8,1
2013/5/6,23.5,8,1,18.1,8,1,53,8,1
2013/5/7,19.9,8,1,16.3,8,1,47,8,1
2013/5/8,22.2,8,1,15.9,8,1,48,8,1
2013/5/9,25.0,8,1,18.4,8,1,48,8,1
2013/5/10,21.5,8,1,18.0,8,1,74,8,1
2013/5/11,19.6,8,1,18.2,8,1,82,8,1
2013/5/12,26.1,8,1,19.0,8,1,60,8,1
2013/5/13,26.3,8,1,19.8,8,1,70,8,1
2013/5/14,25.9,8,1,20.8,8,1,74,8,1
2013/5/15,26.5,8,1,21.2,8,1,66,8,1
2013/5/16,24.5,8,1,20.1,8,1,61,8,1
2013/5/17,22.8,8,1,18.2,8,1,58,8,1
2013/5/18,25.4,8,1,19.6,8,1,66,8,1
2013/5/19,21.8,8,1,19.1,8,1,84,8,1
2013/5/20,26.5,8,1,21.4,8,1,75,8,1
2013/5/21,26.7,8,1,22.1,8,1,73,8,1
2013/5/22,29.5,8,1,23.2,8,1,60,8,1
2013/5/23,29.2,8,1,23.6,8,1,43,8,1
2013/5/24,29.5,8,1,22.5,8,1,43,8,1
2013/5/25,27.7,8,1,21.9,8,1,62,8,1
2013/5/26,28.0,8,1,23.0,8,1,65,8,1
2013/5/27,24.4,8,1,22.0,8,1,69,8,1
2013/5/28,23.1,8,1,20.7,8,1,82,8,1
2013/5/29,26.4,8,1,22.9,8,1,90,8,1
2013/5/30,27.7,8,1,23.3,8,1,76,8,1
2013/5/31,26.4,8,1,22.1,8,1,62,8,1
2013/6/1,23.3,8,1,19.7,8,1,68,8,1
2013/6/2,23.1,8,1,19.8,8,1,70,8,1
2013/6/3,26.8,8,1,21.1,8,1,75,8,1
2013/6/4,28.6,8,1,22.4,8,1,70,8,1
2013/6/5,27.1,8,1,22.2,8,1,71,8,1
2013/6/6,26.2,8,1,23.0,8,1,66,8,1
2013/6/7,29.2,8,1,24.5,8,1,53,8,1
2013/6/8,27.2,8,1,23.3,8,1,66,8,1
2013/6/9,26.4,8,1,22.0,8,1,73,8,1
2013/6/10,27.4,8,1,22.4,8,1,70,8,1
2013/6/11,27.7,8,1,23.6,8,1,72,8,1
2013/6/12,32.2,8,1,27.3,8,1,62,8,1
2013/6/13,35.7,8,1,28.8,8,1,61,8,1
2013/6/14,33.5,8,1,28.3,8,1,57,8,1
2013/6/15,26.7,8,1,24.1,8,1,88,8,1
2013/6/16,30.8,8,1,26.0,8,1,74,8,1
2013/6/17,29.4,8,1,25.5,8,1,80,8,1
2013/6/18,30.4,8,1,26.3,8,1,76,8,1
2013/6/19,29.7,8,1,25.9,8,1,81,8,1
2013/6/20,22.0,8,1,20.8,8,1,96,8,1
2013/6/21,21.4,8,1,20.0,8,1,91,8,1
2013/6/22,25.7,8,1,22.3,8,1,77,8,1
2013/6/23,23.8,8,1,22.3,8,1,82,8,1
2013/6/24,25.9,8,1,22.2,8,1,82,8,1
2013/6/25,26.0,8,1,23.3,8,1,82,8,1
2013/6/26,23.6,8,1,22.2,8,1,93,8,1
2013/6/27,29.4,8,1,25.0,8,1,70,8,1
2013/6/28,25.3,8,1,23.5,8,1,81,8,1
2013/6/29,29.5,8,1,24.4,8,1,74,8,1
2013/6/30,28.3,8,1,24.3,8,1,74,8,1
2013/7/1,29.3,8,1,25.1,8,1,67,8,1
2013/7/2,29.2,8,1,24.8,8,1,73,8,1
2013/7/3,28.2,8,1,24.5,8,1,82,8,1
2013/7/4,28.3,8,1,24.6,8,1,91,8,1
2013/7/5,33.1,8,1,28.5,8,1,76,8,1
2013/7/6,34.4,8,1,28.4,8,1,76,8,1
2013/7/7,32.6,8,1,26.6,8,1,85,8,1
2013/7/8,32.4,8,1,27.3,8,1,84,8,1
2013/7/9,32.1,8,1,28.6,8,1,76,8,1
2013/7/10,32.8,8,1,29.0,8,1,76,8,1
2013/7/11,33.8,8,1,28.6,8,1,78,8,1
2013/7/12,30.8,8,1,27.8,8,1,81,8,1
2013/7/13,32.9,8,1,28.3,8,1,82,8,1
2013/7/14,31.9,8,1,27.7,8,1,80,8,1
2013/7/15,31.5,8,1,26.3,8,1,84,8,1
2013/7/16,32.0,8,1,27.4,8,1,73,8,1
2013/7/17,31.6,8,1,27.4,8,1,81,8,1
2013/7/18,33.8,8,1,29.2,8,1,67,8,1
2013/7/19,31.9,8,1,27.8,8,1,65,8,1
2013/7/20,31.3,8,1,27.4,8,1,63,8,1
2013/7/21,32.3,8,1,28.1,8,1,73,8,1
2013/7/22,32.8,8,1,28.6,8,1,76,8,1
2013/7/23,33.0,8,1,28.9,8,1,72,8,1
2013/7/24,33.4,8,1,28.9,8,1,75,8,1
2013/7/25,34.1,8,1,29.9,8,1,71,8,1
2013/7/26,32.2,8,1,28.7,8,1,75,8,1
2013/7/27,32.2,8,1,28.6,8,1,71,8,1
2013/7/28,32.7,8,1,28.2,8,1,72,8,1
2013/7/29,29.0,8,1,27.2,8,1,85,8,1
2013/7/30,29.3,8,1,27.5,8,1,88,8,1
2013/7/31,32.8,8,1,29.5,8,1,79,8,1
2013/8/1,36.2,8,1,30.5,8,1,69,8,1
2013/8/2,34.0,8,1,29.1,8,1,71,8,1
2013/8/3,33.0,8,1,28.8,8,1,69,8,1
2013/8/4,31.1,8,1,27.3,8,1,81,8,1
2013/8/5,31.5,8,1,26.9,8,1,86,8,1
2013/8/6,34.8,8,1,29.7,8,1,72,8,1
2013/8/7,35.8,8,1,30.6,8,1,69,8,1
2013/8/8,34.3,8,1,30.0,8,1,76,8,1
2013/8/9,33.6,8,1,30.1,8,1,76,8,1
2013/8/10,35.2,8,1,30.9,8,1,71,8,1
2013/8/11,38.2,8,1,32.6,8,1,61,8,1
2013/8/12,37.3,8,1,32.4,8,1,53,8,1
2013/8/13,36.9,8,1,31.5,8,1,52,8,1
2013/8/14,35.3,8,1,30.5,8,1,61,8,1
2013/8/15,35.5,8,1,29.5,8,1,72,8,1
2013/8/16,34.0,8,1,29.3,8,1,72,8,1
2013/8/17,33.6,8,1,28.5,8,1,72,8,1
2013/8/18,35.1,8,1,29.5,8,1,69,8,1
2013/8/19,35.9,8,1,30.0,8,1,67,8,1
2013/8/20,35.3,8,1,30.0,8,1,69,8,1
2013/8/21,35.6,8,1,30.2,8,1,72,8,1
2013/8/22,35.8,8,1,30.9,8,1,71,8,1
2013/8/23,33.9,8,1,29.7,8,1,76,8,1
2013/8/24,27.8,8,1,26.4,8,1,91,8,1
2013/8/25,26.3,8,1,25.2,8,1,89,8,1
2013/8/26,24.2,8,1,22.2,8,1,85,8,1
2013/8/27,32.2,8,1,26.8,8,1,59,8,1
2013/8/28,30.9,8,1,26.6,8,1,66,8,1
2013/8/29,33.1,8,1,27.9,8,1,71,8,1
2013/8/30,34.7,8,1,28.0,8,1,79,8,1
2013/8/31,33.9,8,1,28.7,8,1,77,8,1
2013/9/1,27.6,8,1,25.8,8,1,87,8,1
2013/9/2,25.7,8,1,24.9,8,1,92,8,1
2013/9/3,25.9,8,1,23.2,8,1,93,8,1
2013/9/4,27.3,8,1,21.5,8,1,93,8,1
2013/9/5,29.0,8,1,24.1,8,1,72,8,1
2013/9/6,29.4,8,1,24.9,8,1,66,8,1
2013/9/7,25.2,8,1,23.5,8,1,87,8,1
2013/9/8,28.7,8,1,24.6,8,1,81,8,1
2013/9/9,28.5,8,1,25.1,8,1,65,8,1
2013/9/10,31.0,8,1,26.0,8,1,64,8,1
2013/9/11,30.8,8,1,26.2,8,1,76,8,1
2013/9/12,30.9,8,1,27.3,8,1,77,8,1
2013/9/13,32.5,8,1,27.8,8,1,75,8,1
2013/9/14,31.8,8,1,27.4,8,1,76,8,1
2013/9/15,26.1,8,1,22.1,8,1,95,8,1
2013/9/16,28.0,8,1,24.5,8,1,57,8,1
2013/9/17,27.6,8,1,22.3,8,1,56,8,1
2013/9/18,29.1,8,1,23.0,8,1,60,8,1
2013/9/19,28.5,8,1,23.6,8,1,68,8,1
2013/9/20,28.9,8,1,23.9,8,1,68,8,1
2013/9/21,29.5,8,1,24.9,8,1,74,8,1
2013/9/22,30.4,8,1,26.4,8,1,67,8,1
2013/9/23,29.8,8,1,25.1,8,1,66,8,1
2013/9/24,30.1,8,1,24.6,8,1,67,8,1
2013/9/25,31.2,8,1,26.3,8,1,62,8,1
2013/9/26,25.5,8,1,22.3,8,1,54,8,1
2013/9/27,24.3,8,1,20.5,8,1,54,8,1
2013/9/28,27.1,8,1,22.0,8,1,65,8,1
2013/9/29,27.9,8,1,24.0,8,1,62,8,1
2013/9/30,27.1,8,1,23.3,8,1,63,8,1
2014/5/1,23.6,8,1,18.7,8,1,70,8,1
2014/5/2,23.4,8,1,18.9,8,1,67,8,1
2014/5/3,25.7,8,1,19.1,8,1,50,8,1
2014/5/4,21.9,8,1,17.3,8,1,45,8,1
2014/5/5,18.2,8,1,16.5,8,1,75,8,1
2014/5/6,21.0,8,1,15.9,8,1,46,8,1
2014/5/7,21.8,8,1,16.8,8,1,50,8,1
2014/5/8,22.3,8,1,17.5,8,1,63,8,1
2014/5/9,26.0,8,1,19.7,8,1,52,8,1
2014/5/10,22.4,8,1,17.6,8,1,46,8,1
2014/5/11,24.7,8,1,18.9,8,1,53,8,1
2014/5/12,20.1,8,1,18.8,8,1,79,8,1
2014/5/13,28.3,8,1,21.7,8,1,57,8,1
2014/5/14,23.5,8,1,18.4,8,1,70,8,1
2014/5/15,21.3,8,1,17.6,8,1,79,8,1
2014/5/16,26.4,8,1,20.8,8,1,47,8,1
2014/5/17,23.7,8,1,19.5,8,1,50,8,1
2014/5/18,25.6,8,1,19.7,8,1,54,8,1
2014/5/19,24.6,8,1,19.7,8,1,63,8,1
2014/5/20,22.6,8,1,18.9,8,1,80,8,1
2014/5/21,23.6,8,1,19.3,8,1,70,8,1
2014/5/22,26.1,8,1,20.6,8,1,59,8,1
2014/5/23,23.1,8,1,19.3,8,1,61,8,1
2014/5/24,26.2,8,1,19.9,8,1,70,8,1
2014/5/25,26.5,8,1,21.7,8,1,70,8,1
2014/5/26,21.7,8,1,19.3,8,1,83,8,1
2014/5/27,23.3,8,1,19.9,8,1,82,8,1
2014/5/28,28.7,8,1,20.7,8,1,64,8,1
2014/5/29,26.3,8,1,22.0,8,1,72,8,1
2014/5/30,28.8,8,1,23.1,8,1,75,8,1
2014/5/31,28.4,8,1,24.1,8,1,72,8,1
2014/6/1,31.5,8,1,25.0,8,1,63,8,1
2014/6/2,29.0,8,1,23.6,8,1,73,8,1
2014/6/3,25.1,8,1,22.4,8,1,75,8,1
